Timestamp,Open Price,High Price,Low Price,Close Price,Volume,Turnover
1704067200000,42324.8,42610.9,42300.2,42517.4,3038.207,129022621.2567
1704070800000,42517.4,42842.9,42475.1,42661.3,3308.231,141296220.3691
1704074400000,42661.3,42691.9,42550.8,42631.8,1651.447,70384296.4473
1704078000000,42631.8,42641.4,42271.5,42384.1,3499.277,148488084.347
1704081600000,42384.1,42448,42250.5,42446.3,1800.157,76253111.4863
1704085200000,42446.3,42450,42211.2,42280.9,1749.233,74039208.443
1704088800000,42280.9,42467.8,42248.5,42431.7,1117.49,47356241.4482
1704092400000,42431.7,42533,42431.6,42531.7,1373.99,58396205.205
1704096000000,42531.7,42599.6,42492.7,42596.1,1274.532,54228928.2511
1704099600000,42596.1,42739.8,42574.1,42696.9,2249.746,95997895.499
1704103200000,42696.9,42796.1,42656.9,42731.4,2127.375,90888986.4814
1704106800000,42731.4,42809.6,42645.6,42735.1,1903.864,81346593.1397
1704110400000,42735.1,42820,42657.1,42690.6,2067.997,88409418.4198
1704114000000,42690.6,42787.5,42651.1,42760.3,1117.358,47739190.7195
1704117600000,42760.3,42760.3,42605.4,42651,1814.759,77427380.815
1704121200000,42651,42890,42617.6,42825.1,2622.198,112181028.926
1704124800000,42825.1,42909.1,42707.1,42774.3,1950.463,83510478.5986
1704128400000,42774.3,42868,42750,42852.4,1114.03,47686461.3384
1704132000000,42852.4,43279,42852.3,43153.8,7712.586,332495893.6479
1704135600000,43153.8,43604,43140.7,43570.1,6668.097,289415040.1985
1704139200000,43570.1,43909.5,43566.6,43753.4,9272.61,405617567.9288
1704142800000,43753.4,43855.1,43528.5,43677.7,3978.033,173775943.2765
1704146400000,43677.7,43726.4,43421.8,43579.6,3014.063,131252975.8913
1704150000000,43579.6,44284.9,43579.5,44235.5,12697.696,558822825.0947
1704153600000,44235.5,45376.1,44208.7,45187.9,24268.271,1085964133.8931
1704157200000,45187.9,45493.6,44744.5,44929.4,11581.241,522276568.2614
1704160800000,44929.4,45440,44929.4,45430.1,6549.609,295999015.8956
1704164400000,45430.1,45578.9,45131.1,45434.1,9517.238,431743504.2989
1704168000000,45434.1,45485.2,45201.6,45219.9,4935.6,223743944.2153
1704171600000,45219.9,45368.5,45160,45220,2833.337,128260983.2316
1704175200000,45220,45350,45170,45203.1,2035.927,92160701.6875
1704178800000,45203.1,45792.8,45203.1,45500,9055.449,412152428.413
1704182400000,45500,45927,45372.7,45817.9,11023.565,504240452.5105
1704186000000,45817.9,45946.5,45683.8,45731.6,5245.819,240268395.9936
1704189600000,45731.6,45774.2,45500,45658.7,5303.585,241982684.0823
1704193200000,45658.7,45772,45242.3,45495.9,6793.223,308843179.2473
1704196800000,45495.9,45669.9,45326.7,45365.3,5606.18,255030120.1261
1704200400000,45365.3,45770,45333.2,45699.6,5280.287,240740876.1131
1704204000000,45699.6,45864.3,45039.1,45301.3,13280.197,603431144.961
1704207600000,45301.3,45369.9,44868.2,45230.3,11672.408,526886670.5141
1704211200000,45230.3,45455,44935.8,45408.8,7851.995,354949812.1793
1704214800000,45408.8,45428.5,44981,45014.4,4812.876,217379007.8819
1704218400000,45014.4,45320.5,44990.6,45202.6,4516.388,203923577.4357
1704222000000,45202.6,45297.2,44795.7,45088.6,6189.442,278457023.41
1704225600000,45088.6,45227.4,44763.1,44823.8,5715.518,257095056.5854
1704229200000,44823.8,45177.7,44633,45177.6,8366.57,375659657.1888
1704232800000,45177.6,45369.9,44879,45024.9,5272.773,238111863.7012
1704236400000,45024.9,45099.3,44831.8,44989,2822.585,126921421.9685
1704240000000,44989,45255,44909.8,45183.1,3602.603,162431514.5766
1704243600000,45183.1,45390.7,45137.2,45367.7,2759.04,124880492.1003
1704247200000,45367.7,45476,45258.7,45323,2404.027,109053003.7808
1704250800000,45323,45359.7,45201.3,45309.2,1436.861,65057417.0344
1704254400000,45309.2,45320.1,45154.3,45226.4,1280.242,57899091.6214
1704258000000,45226.4,45336.4,45158.7,45206.1,1593.278,72126577.8891
1704261600000,45206.1,45414,45195,45366,2357.874,106827347.9319
1704265200000,45366,45426.3,44971,45044,4504.15,203416544.5511
1704268800000,45044,45236.1,45036.6,45231.7,3291.135,148547654.4347
1704272400000,45231.7,45567.8,45212.5,45383,5578.414,253211857.0258
1704276000000,45383,45431,45079,45186,4024.037,181988602.7313
1704279600000,45186,45211,43434.7,43736.2,42463.983,1879707681.2678
1704283200000,43736.2,43749.9,40210,42797.1,117274.089,4924818214.3729
1704286800000,42797.1,42828,42316.1,42559.5,14333.067,609781602.7037
1704290400000,42559.5,42565.5,42051.4,42205.9,10923.607,461600420.0061
1704294000000,42205.9,43077.9,42196.1,43011.3,14851.06,633824678.2665
1704297600000,43011.3,43615.5,42768.3,43031.9,22601.014,976828285.987
1704301200000,43031.9,43080,42512,42929.2,9098.126,389408443.1758
1704304800000,42929.2,43098.9,41728.4,42280.3,16108.558,683219735.8442
1704308400000,42280.3,43062,42179.6,42616.6,12972.291,552891194.301
1704312000000,42616.6,42878.4,42535.2,42748,4854.342,207400276.4796
1704315600000,42748,42995,42604,42954.5,4423.524,189472664.0169
1704319200000,42954.5,42975.4,42621.7,42783.8,3304.367,141505531.6055
1704322800000,42783.8,42876.9,42606.9,42871.9,2177.864,93095275.6405
1704326400000,42871.9,43019,42779.4,42901.9,3137.349,134583383.5289
1704330000000,42901.9,42959.4,42637,42731,3308.845,141443700.6196
1704333600000,42731,43270,42710.1,43173.7,4445.951,191303392.7316
1704337200000,43173.7,43247.7,43031.5,43141.4,2873.57,123989315.9278
1704340800000,43141.4,43247.6,43000,43188.5,2311.476,99665363.5278
1704344400000,43188.5,43317.1,43100.2,43214.4,2348.459,101459386.129
1704348000000,43214.4,43257.1,43111,43185.6,2119.909,91552231.468
1704351600000,43185.6,43299.1,42773,42795.3,9475.043,407691615.9003
1704355200000,42795.3,42999.8,42750,42878.9,4101.862,175883080.8807
1704358800000,42878.9,43121,42878.8,43038.9,2733.749,117569660.5573
1704362400000,43038.9,43130.6,42677.4,43104,5803.599,249175653.0781
1704366000000,43104,43268.9,42955.9,43205,3750.629,161837582.7244
1704369600000,43205,43490,43121.4,43399.9,7727.44,334733764.8608
1704373200000,43399.9,43532.8,43183.3,43375.7,5487.558,238041331.2821
1704376800000,43375.7,43800,43269.9,43703.7,9383.868,408471855.1397
1704380400000,43703.7,44390,43622.8,44089.9,20745.342,913625150.2705
1704384000000,44089.9,44175.5,43806.1,43941.8,9417.534,413865589.0349
