timestamp,open,high,low,close,volume,duplicate
1704175200000,45220,45350,45170,45203.1,2035.927,false
1704178800000,45203.1,45792.8,45203.1,45500,9055.449,false
1704182400000,45500,45927,45372.7,45817.9,11023.565,false
1704186000000,45817.9,45946.5,45683.8,45731.6,5245.819,false
1704189600000,45731.6,45774.2,45500,45658.7,5303.585,false
1704193200000,45658.7,45772,45242.3,45495.9,6793.223,false
1704196800000,45495.9,45669.9,45326.7,45365.3,5606.18,false
1704200400000,45365.3,45770,45333.2,45699.6,5280.287,false
1704204000000,45699.6,45864.3,45039.1,45301.3,13280.197,false
1704207600000,45301.3,45369.9,44868.2,45230.3,11672.408,false
1704211200000,45230.3,45455,44935.8,45408.8,7851.995,false
1704214800000,45408.8,45428.5,44981,45014.4,4812.876,false
1704218400000,45014.4,45320.5,44990.6,45202.6,4516.388,false
1704222000000,45202.6,45297.2,44795.7,45088.6,6189.442,false
1704225600000,45088.6,45227.4,44763.1,44823.8,5715.518,false
1704229200000,44823.8,45177.7,44633,45177.6,8366.57,false
1704232800000,45177.6,45369.9,44879,45024.9,5272.773,false
1704236400000,45024.9,45099.3,44831.8,44989,2822.585,false
1704240000000,44989,45255,44909.8,45183.1,3602.603,false
1704243600000,45183.1,45390.7,45137.2,45367.7,2759.04,false
1704247200000,45367.7,45476,45258.7,45323,2404.027,false
1704250800000,45323,45359.7,45201.3,45309.2,1436.861,false
1704254400000,45309.2,45320.1,45154.3,45226.4,1280.242,false
1704258000000,45226.4,45336.4,45158.7,45206.1,1593.278,false
1704261600000,45206.1,45414,45195,45366,2357.874,false
1704265200000,45366,45426.3,44971,45044,4504.15,false
1704268800000,45044,45236.1,45036.6,45231.7,3291.135,false
1704272400000,45231.7,45567.8,45212.5,45383,5578.414,false
1704276000000,45383,45431,45079,45186,4024.037,false
1704279600000,45186,45211,43434.7,43736.2,42463.983,false
1704283200000,43736.2,43749.9,40210,42797.1,117274.089,false
1704286800000,42797.1,42828,42316.1,42559.5,14333.067,false
1704290400000,42559.5,42565.5,42051.4,42205.9,10923.607,false
1704294000000,42205.9,43077.9,42196.1,43011.3,14851.06,false
1704297600000,43011.3,43615.5,42768.3,43031.9,22601.014,false
1704301200000,43031.9,43080,42512,42929.2,9098.126,false
1704304800000,42929.2,43098.9,41728.4,42280.3,16108.558,false
1704308400000,42280.3,43062,42179.6,42616.6,12972.291,false
1704312000000,42616.6,42878.4,42535.2,42748,4854.342,false
1704315600000,42748,42995,42604,42954.5,4423.524,false
1704319200000,42954.5,42975.4,42621.7,42783.8,3304.367,false
1704322800000,42783.8,42876.9,42606.9,42871.9,2177.864,false
1704326400000,42871.9,43019,42779.4,42901.9,3137.349,false
1704330000000,42901.9,42959.4,42637,42731,3308.845,false
1704333600000,42731,43270,42710.1,43173.7,4445.951,false
1704337200000,43173.7,43247.7,43031.5,43141.4,2873.57,false
1704340800000,43141.4,43247.6,43000,43188.5,2311.476,false
1704344400000,43188.5,43317.1,43100.2,43214.4,2348.459,false
1704348000000,43214.4,43257.1,43111,43185.6,2119.909,false
1704351600000,43185.6,43299.1,42773,42795.3,9475.043,false
1704355200000,42795.3,42999.8,42750,42878.9,4101.862,false
1704358800000,42878.9,43121,42878.8,43038.9,2733.749,false
1704362400000,43038.9,43130.6,42677.4,43104,5803.599,false
1704366000000,43104,43268.9,42955.9,43205,3750.629,false
1704369600000,43205,43490,43121.4,43399.9,7727.44,false
1704373200000,43399.9,43532.8,43183.3,43375.7,5487.558,false
1704376800000,43375.7,43800,43269.9,43703.7,9383.868,false
1704380400000,43703.7,44390,43622.8,44089.9,20745.342,false
1704384000000,44089.9,44175.5,43806.1,43941.8,9417.534,false
1704387600000,43941.8,44270.6,43840,44010.9,7903.554,false
1704391200000,44010.9,44187.2,43891.6,44074.9,3791.04,false
1704394800000,44074.9,44477.9,43930.8,43962.8,11312.166,false
1704398400000,43962.8,44875.5,43910.1,44137.8,14690.304,false
1704402000000,44137.8,44814.9,44131.2,44456,13433.702,false
1704405600000,44456,44773.4,44164.3,44336,9821.855,false
1704409200000,44336,44379.2,44037,44156.3,4553.169,false
1704412800000,44156.3,44260,43956.1,44220.5,5108.638,false
1704416400000,44220.5,44293,42181,43389.5,28450.067,false
1704420000000,43389.5,44019.3,43300,43512.1,11569.425,false
1704423600000,43512.1,43862.8,43410.5,43472,6031.197,false
1704427200000,43472,43646.7,43163.4,43602.9,6468.852,false
1704430800000,43602.9,43741.5,43516.8,43658.6,3789.941,false
1704434400000,43658.6,43940,43585.8,43862.9,4042.024,false
1704438000000,43862.9,43950,43730.4,43793.8,3248.466,false
1704441600000,43793.8,43973.9,43788,43932.8,2558.441,false
1704445200000,43932.8,44391.2,43932.8,44168,12655.141,false
1704448800000,44168,44175,43465.7,43640.8,7696.632,false
1704452400000,43640.8,43931,43612.4,43786,5528.117,false
1704456000000,43786,44300,43621,43908.1,8728.414,false
1704459600000,43908.1,44129.4,43709.2,44000.4,6903.595,false
1704463200000,44000.4,44085,42972.2,43499.9,19470.044,false
1704466800000,43499.9,43827.1,43359.5,43516.1,8438.589,false
1704470400000,43516.1,43600,43215.6,43224.4,7599.279,false
1704474000000,43224.4,43637.1,43076,43611.3,7645.746,false
1704477600000,43611.3,43716.3,43408.3,43619.8,3604.012,false
1704481200000,43619.8,43836.3,43527.8,43612.3,3907.046,false
1704484800000,43612.3,44436.4,43612.2,43965.7,15346.755,false
1704488400000,43965.7,43977.9,43569.3,43957.7,7126.708,false
1704492000000,43957.7,44068.5,43762.4,43975.9,2527.093,false
1704495600000,43975.9,44353,43973.8,44156.8,5912.38,false
1704499200000,44156.8,44229.4,43979.3,44072.7,2575.357,false
1704502800000,44072.7,44100,43910,43977.8,1998.585,false
1704506400000,43977.8,44024.6,43835.1,43903.1,2245.474,false
1704510000000,43903.1,44027.9,43814.2,43934,1758.206,false
1704513600000,43934,43977.5,43841.7,43860.2,931.363,false
1704517200000,43860.2,43882.8,43603,43710.8,3726.614,false
1704520800000,43710.8,43715.8,43440,43472.1,3779.834,false
1704524400000,43472.1,43688,43400.7,43671.1,3573.92,false
1704528000000,43671.1,43775,43574.1,43715.8,2426.426,false
1704531600000,43715.8,43783.6,43654,43669,1376.433,false
1704535200000,43669,43789.9,43599.1,43709,1540.521,false
1704538800000,43709,43720,43630,43683.6,944.294,false
1704542400000,43683.6,43765,43525.5,43621.4,2019.197,false
1704546000000,43621.4,43750,43550,43715.2,1551.174,false
1704549600000,43715.2,43935.5,43715,43839.2,4277.677,false
1704553200000,43839.2,43908,43793.5,43872.1,1441.303,false
1704556800000,43872.1,43981,43833,43880.1,1930.698,false
1704560400000,43880.1,44020,43849.5,43974.4,1701.751,false
1704564000000,43974.4,44168.6,43885,44009.9,3566.988,false
1704567600000,44009.9,44028,43832.6,43914,1939.081,false
1704571200000,43914,43967.8,43548.5,43825.6,4145.24,false
1704574800000,43825.6,43949.4,43714.2,43893.5,1884.568,false
1704578400000,43893.5,43930,43739.7,43882,1428.847,false
1704582000000,43882,43992.5,43722.5,43972.4,1558.539,false
1704585600000,43972.4,44285,43914.4,44129.2,4457.738,false
1704589200000,44129.2,44171.4,43966.6,43970.8,2044.55,false
1704592800000,43970.8,44100,43840.8,43940.6,2713.349,false
1704596400000,43940.6,44045.4,43911,43944.7,1249.782,false
1704600000000,43944.7,44048,43890,44003.9,1029.308,false
1704603600000,44003.9,44078.7,43850.8,43899.5,1253.966,false
1704607200000,43899.5,44111,43858.8,44031.4,2056.233,false
1704610800000,44031.4,44112.8,43996.1,44092,1401.213,false
1704614400000,44092,44182.5,44020,44031.4,1967.53,false
1704618000000,44031.4,44082,43885.6,43945.7,2320.086,false
1704621600000,43945.7,44008.5,43922.3,43974,977.617,false
1704625200000,43974,44138.9,43973.6,44076.9,1732.855,false
1704628800000,44076.9,44160.5,43971.1,44102.5,1871.915,false
1704632400000,44102.5,44468.3,44084.9,44426.7,6941.211,false
1704636000000,44426.7,44509.6,44286,44418.9,4205.604,false
1704639600000,44418.9,44444,43935,44061,6793.992,false
1704643200000,44061,44204.7,43835.9,43922.8,5145.41,false
1704646800000,43922.8,44118.9,43639.6,44070.9,5499.799,false
1704650400000,44070.9,44189.9,44037.9,44106.5,1815.004,false
1704654000000,44106.5,44272.9,44042.3,44249.9,1927.435,false
1704657600000,44249.9,44280,44120,44125,1263.594,false
1704661200000,44125,44263.2,44112.4,44243.9,1867.4,false
1704664800000,44243.9,44243.9,43768.9,43863.2,5474.911,false
1704668400000,43863.2,44028.7,43577,43936.2,7650.394,false
1704672000000,43936.2,43997.7,43630.2,43641.9,4709.897,false
1704675600000,43641.9,43819.8,43610.8,43716,2339.577,false
1704679200000,43716,43805,43136.9,43363,8632.148,false
1704682800000,43363,43572.6,43213.1,43527.7,5559.21,false
1704686400000,43527.7,43625,43446.5,43611.9,2586.941,false
1704690000000,43611.9,43669.6,43486,43654,2549.473,false
1704693600000,43654,44444,43605.6,43920.3,15992.787,false
1704697200000,43920.3,44088,43789.4,43979,3928.632,false
1704700800000,43979,44079.9,43853.1,43870,2137.348,false
1704704400000,43870,43924.6,43640.1,43731.6,3067.786,false
1704708000000,43731.6,44148,43698.9,44100,4495.324,false
1704711600000,44100,44749.3,43906.1,44653.9,14930.271,false
1704715200000,44653.9,45211.1,44296.1,45118,29919.653,false
1704718800000,45118,45183.5,44820.2,44925.9,10487.396,false
1704722400000,44925.9,45112.9,44672.1,44798.7,6227.585,false
1704726000000,44798.7,45413,44465,44975.3,15066.649,false
1704729600000,44975.3,45170,44791,44943.1,6835.379,false
1704733200000,44943.1,45683,44900,45648,12733.765,false
1704736800000,45648,47033,45648,46981.2,37747.778,false
1704740400000,46981.2,47318.3,46550,47005.9,17799.604,false
1704744000000,47005.9,47180,46726.3,46799.9,7547.419,false
1704747600000,46799.9,47238.3,46666.6,47082,6678.924,false
1704751200000,47082,47134.6,46822.3,47015.4,3456.915,false
1704754800000,47015.4,47125.9,46844.2,46972.8,3191.971,false
1704758400000,46972.8,47164,46261,46700,12202.001,false
1704762000000,46700,46820.2,46324,46589.2,7237.874,false
1704765600000,46589.2,46812.6,46510,46802,3418.572,false
1704769200000,46802,47009.3,46770,46949.2,4247.463,false
1704772800000,46949.2,46966.8,46681.7,46823.8,3066.028,false
1704776400000,46823.8,46878,46624,46741.4,3002.479,false
1704780000000,46741.4,46853,46690.9,46801.4,2090.01,false
1704783600000,46801.4,46957,46750,46855,2516.916,false
1704787200000,46855,46900,46531,46573.3,3833.706,false
1704790800000,46573.3,46718,46411.8,46519.5,4266.316,false
1704794400000,46519.5,46704.8,46423.4,46474.8,2874.43,false
1704798000000,46474.8,46666.2,46456.3,46643.9,3018.975,false
1704801600000,46643.9,47065,45500,46186.3,21726.746,false
1704805200000,46186.3,47080,46065.4,46851,18963.957,false
1704808800000,46851,47017.9,46500,46577.7,10961.555,false
1704812400000,46577.7,47039.1,46430,46875,12369.579,false
1704816000000,46875,46985,46717,46904,4323.853,false
1704819600000,46904,46929.2,46640.3,46725.9,3949.477,false
1704823200000,46725.9,46748.5,46500,46649.8,4738.012,false
1704826800000,46649.8,46900,46583.3,46882.1,3219.118,false
1704830400000,46882.1,46948.7,46600,46647.8,3230.028,false
1704834000000,46647.8,48083.4,44750,45455.6,84755.425,false
1704837600000,45455.6,46290,45309,46259.6,12713.101,false
1704841200000,46259.6,46264.5,45913.2,46128,5267.796,false
1704844800000,46128,46259.9,45780.1,45872.5,7693.479,false
1704848400000,45872.5,45982.6,45633.3,45949.9,4043.346,false
1704852000000,45949.9,46116.6,45899.1,45995.9,2855.651,false
1704855600000,45995.9,46227,45943,46129.1,2563.102,false
1704859200000,46129.1,46197.5,45956.5,45973.3,2462.386,false
1704862800000,45973.3,46042,45911.9,45997.5,1544.921,false
1704866400000,45997.5,46088.3,45883.3,46025.7,1873.153,false
1704870000000,46025.7,46045,45738.5,45773.6,3280.453,false
1704873600000,45773.6,45877.9,45322.4,45340.8,7345.57,false
1704877200000,45340.8,45728.8,45324.3,45680.1,5887.884,false
1704880800000,45680.1,45757.6,45538.6,45544.4,2915.984,false
1704884400000,45544.4,45676.8,44881,45544,10413.354,false
1704888000000,45544,45688,44354.5,44678,27359.806,false
1704891600000,44678,45448.8,44301,45135.9,19471.604,false
1704895200000,45135.9,45434.7,44824.3,44904,12238.667,false
1704898800000,44904,45689.4,44812.3,45578.4,15109.954,false
1704902400000,45578.4,45760.4,45182.7,45329.2,10850.613,false
1704906000000,45329.2,46481.7,45242.2,46426,16220.977,false
1704909600000,46426,46699.3,45843,46562.1,17901.418,false
1704913200000,46562.1,46777,46051.6,46506.2,15595.797,false
1704916800000,46506.2,46523,44727.6,46137.2,56383.019,false
1704920400000,46137.2,46318.1,45140.2,45970.7,27661.723,false
1704924000000,45970.7,46964.9,45765.1,46920,17238.225,false
1704927600000,46920,47732,46327.6,46659.9,33569.625,false
1704931200000,46659.9,46731.8,46305,46682.1,8705.992,false
1704934800000,46682.1,46764.7,46472.3,46510.1,3172.995,false
1704938400000,46510.1,46630.6,46495.7,46571.4,1816.075,false
1704942000000,46571.4,46608.1,46171,46508.8,8728.249,false
1704945600000,46508.8,46520,46320,46416.6,2169.253,false
1704949200000,46416.6,46436.9,45851,46080.1,7063.012,false
1704952800000,46080.1,46105.3,45620,45901.9,6651.236,false
1704956400000,45901.9,46188.2,45884,46113.2,5257.97,false
1704960000000,46113.2,46339.9,46067.1,46286.4,2757.195,false
1704963600000,46286.4,46369.6,46213.2,46223.6,2349.009,false
1704967200000,46223.6,46889.1,46198.2,46880.1,9095.131,false
1704970800000,46880.1,47183.4,46701.3,47067.1,9488.921,false
1704974400000,47067.1,47484.8,46945.4,47459.2,9133.187,false
1704978000000,47459.2,47459.3,46741.7,47332.9,17046.147,false
1704981600000,47332.9,49054.4,47202.1,48578.2,51132.616,false
1704985200000,48578.2,48684.5,46476.1,46822.3,43735.712,false
1704988800000,46822.3,47059.4,45756,46040.2,33889.96,false
1704992400000,46040.2,46587.4,45525.3,46528.4,15808.758,false
1704996000000,46528.4,46693.2,46263.5,46629,6931.579,false
1704999600000,46629,46768.8,46295.1,46714.8,4324.221,false
1705003200000,46714.8,46982.5,46106,46241.8,12854.658,false
1705006800000,46241.8,46473,46117.5,46168.8,4367.182,false
1705010400000,46168.8,46458.6,46083.7,46422.6,2793.144,false
1705014000000,46422.6,46511.8,46308.5,46347.7,2192.784,false
1705017600000,46347.7,46550,46002.9,46306.4,6786.56,false
1705021200000,46306.4,46348,45909.1,46149.4,4762.695,false
1705024800000,46149.4,46275.5,46008,46163.9,2904.379,false
1705028400000,46163.9,46198,45933,45995.2,3016.364,false
1705032000000,45995.2,46123.5,45862,45963,3114.895,false
1705035600000,45963,46232.7,45900.8,46208.5,2653.216,false
1705039200000,46208.5,46397.8,46121,46121,3383.37,false
1705042800000,46121,46162.5,45681,46017.3,7005.145,false
1705046400000,46017.3,46021.9,45629.7,45868.1,5654.146,false
1705050000000,45868.1,46111,45530.2,45960.6,10820.01,false
1705053600000,45960.6,46157,45853.9,46077.9,3653.102,false
1705057200000,46077.9,46290,45956.5,45968.8,4778.556,false
1705060800000,45968.8,46139,45680,45887.7,4638.053,false
1705064400000,45887.7,45966.1,45603,45794.3,5881.607,false
1705068000000,45794.3,46037,45280,45483.1,17843.903,false
1705071600000,45483.1,45501.9,44358.4,44501.5,26650.493,false
1705075200000,44501.5,44722,43202.6,43662,46348.523,false
1705078800000,43662,43846.7,43309,43841.8,17556.731,false
1705082400000,43841.8,43978.4,43354.4,43517,12917.033,false
1705086000000,43517,43768.5,43310,43512.1,8049.057,false
1705089600000,43512.1,44000,43456,43689.1,8667.066,false
1705093200000,43689.1,43899.3,43213,43479.3,8690.502,false
1705096800000,43479.3,43489.6,41323,42521.8,40660.572,false
1705100400000,42521.8,42965.4,42493,42797.9,9344.755,false
1705104000000,42797.9,43025.2,42770,42813.8,4609.496,false
1705107600000,42813.8,42904,42520.1,42684,5942.434,false
1705111200000,42684,42869,42551.7,42557.9,3103.616,false
1705114800000,42557.9,42699.9,42449,42629.6,2590.512,false
1705118400000,42629.6,42880.5,42574.2,42855.3,2920.272,false
1705122000000,42855.3,43146,42785.7,43111.9,4580.185,false
1705125600000,43111.9,43190,42968.7,43162.9,3021.253,false
1705129200000,43162.9,43267.6,43072.9,43113.4,3142.945,false
1705132800000,43113.4,43260.8,43080.9,43183,1814.861,false
1705136400000,43183,43207.9,42775.6,42934,4854.135,false
1705140000000,42934,42940.2,42634.6,42714.8,5098.241,false
1705143600000,42714.8,42818,42506,42638.9,5003.019,false
1705147200000,42638.9,42784.4,42522.3,42704.1,3124.145,false
1705150800000,42704.1,42808.9,42628,42749.9,2988.546,false
1705154400000,42749.9,42988,42651.1,42874.9,4623.119,false
1705158000000,42874.9,43259,42872.1,43169.3,6231.096,false
1705161600000,43169.3,43202,42735.4,42905,6331.714,false
1705165200000,42905,43024,42772.5,42910.6,2874.69,false
1705168800000,42910.6,42919.6,42730,42812.3,2548.961,false
1705172400000,42812.3,43002.5,42788.9,42795,2255.692,false
1705176000000,42795,42924.3,42706.3,42870,1881.151,false
1705179600000,42870,42990,42828.8,42970.2,918.879,false
1705183200000,42970.2,43074.4,42891.7,43007.4,1388.809,false
1705186800000,43007.4,43010,42810.1,42855,1057.853,false
1705190400000,42855,42902.6,42667,42699.8,2184.756,false
1705194000000,42699.8,42856.4,42688.1,42782,999.297,false
1705197600000,42782,42837.8,42668.5,42797.2,963.116,false
1705201200000,42797.2,42824.4,42658.8,42704.4,2183.322,false
1705204800000,42704.4,42724,42576.7,42600.1,1806.699,false
1705208400000,42600.1,42820.3,42599.6,42769.6,1188.559,false
1705212000000,42769.6,43020,42762.6,43016.5,1825.008,false
1705215600000,43016.5,43078.8,42906,43034.1,2434.579,false
1705219200000,43034.1,43050,42916.5,43013.1,1105.722,false
1705222800000,43013.1,43110.3,42840,43084.1,1851.49,false
1705226400000,43084.1,43094,42879.3,42907.5,1818.096,false
1705230000000,42907.5,42958.3,42770.2,42840,2288.721,false
1705233600000,42840,42862,42695.6,42765.7,3520.143,false
1705237200000,42765.7,42933.3,42739.1,42895,1498.408,false
1705240800000,42895,43022,42780.4,42824,2995.153,false
1705244400000,42824,42968.7,42808,42909.1,1422.984,false
1705248000000,42909.1,42981.2,42863.5,42938.8,1758.109,false
1705251600000,42938.8,43028.7,42890,42990,1410.015,false
1705255200000,42990,43023.6,42835.5,42900,1575.215,false
1705258800000,42900,42939.9,42633.9,42658.1,4144.317,false
1705262400000,42658.1,42765.8,42046.2,42511.3,11300.787,false
1705266000000,42511.3,42603.8,41920,42561.8,10905.984,false
1705269600000,42561.8,42670.3,42055.4,42275.4,7026.051,false
1705273200000,42275.4,42320.7,41708.8,41731,12828.507,false
1705276800000,41731,42366.9,41710.6,42280,6985.136,false
1705280400000,42280,42409.6,42170.3,42282.2,2657.249,false
1705284000000,42282.2,42418.9,42193.3,42406.9,1878.631,false
1705287600000,42406.9,42686.4,42390,42576.4,5150.298,false
1705291200000,42576.4,42645.2,42509.6,42603.7,1951.459,false
1705294800000,42603.7,42881.2,42579,42752.4,5193.313,false
1705298400000,42752.4,42809,42614.4,42664.7,1848.435,false
1705302000000,42664.7,42792.6,42488,42731.1,3262.916,false
1705305600000,42731.1,42801.4,42657.4,42696.1,2012.092,false
1705309200000,42696.1,42781.3,42590.5,42772.7,1954.67,false
1705312800000,42772.7,42788,42502.1,42566.4,3714.242,false
1705316400000,42566.4,42716.7,42542.9,42709.9,2071.257,false
1705320000000,42709.9,42736.5,42568.3,42670,2074.666,false
1705323600000,42670,42985.3,42621,42866.3,5122.699,false
1705327200000,42866.3,42884.8,42159.2,42204.6,15693.72,false
1705330800000,42204.6,42485.2,42162,42281.4,6160.356,false
1705334400000,42281.4,42560,42258.1,42525.4,3378.237,false
1705338000000,42525.4,42790,42525.4,42705.7,4050.687,false
1705341600000,42705.7,43394.6,42705.7,43014.9,15476.17,false
1705345200000,43014.9,43145.9,42817.8,42993.8,5667.041,false
1705348800000,42993.8,43121.3,42838.3,42960.9,2805.309,false
1705352400000,42960.9,42960.9,42690,42712.3,2637.637,false
1705356000000,42712.3,42817.8,42328.5,42621.1,6685.198,false
1705359600000,42621.1,42637,42463.1,42508.1,3248.224,false
1705363200000,42508.1,42671,42458.6,42595.2,1969.006,false
1705366800000,42595.2,42727,42552.5,42585.6,1422.957,false
1705370400000,42585.6,42730.9,42550.2,42699.8,1546.385,false
1705374000000,42699.8,42937.6,42687.5,42918.3,2596.412,false
1705377600000,42918.3,42955,42750,42799,2104.353,false
1705381200000,42799,42925.8,42756.1,42762.8,1614.676,false
1705384800000,42762.8,42778.6,42633.9,42742.1,1945.197,false
1705388400000,42742.1,42788.6,42605.6,42788.5,2186.21,false
1705392000000,42788.5,43043,42710,43033.6,4723.297,false
1705395600000,43033.6,43185,42906.6,42945.7,5171.003,false
1705399200000,42945.7,42973.4,42847.6,42875.1,2294.332,false
1705402800000,42875.1,42945.2,42755,42893.7,2571.761,false
1705406400000,42893.7,43168.2,42856.1,43160.1,4146.419,false
1705410000000,43160.1,43180,42660.9,42801.1,7782.047,false
1705413600000,42801.1,42946.6,42003.9,42689.5,24457.693,false
1705417200000,42689.5,43354.7,42532.1,43255.9,21174.696,false
1705420800000,43255.9,43456.2,43003.2,43252,11134.851,false
1705424400000,43252,43254.9,43026,43044.6,3465.141,false
1705428000000,43044.6,43152.9,42820.2,43005,5033.165,false
1705431600000,43005,43180,42938.1,43164.7,2950.097,false
1705435200000,43164.7,43374.1,43042.5,43191.9,5402.203,false
1705438800000,43191.9,43579.9,43178.6,43418.1,6758.222,false
1705442400000,43418.1,43490,43190.2,43200.2,2793.347,false
1705446000000,43200.2,43286,43103,43128.1,2284.151,false
1705449600000,43128.1,43169,43036,43086.1,1742.629,false
1705453200000,43086.1,43197,42947.1,42964.7,2527.759,false
1705456800000,42964.7,43068.4,42903.6,42993.6,1809.109,false
1705460400000,42993.6,43024.3,42839.9,42840.8,1631.49,false
1705464000000,42840.8,42915,42743.1,42841,2348.043,false
1705467600000,42841,42920,42754.2,42774.4,1574.666,false
1705471200000,42774.4,42867,42752.2,42800,1218.044,false
1705474800000,42800,42847.6,42600.2,42642,3855.614,false
1705478400000,42642,42742,42550,42712.5,3614.306,false
1705482000000,42712.5,42824.8,42665,42669.4,2293.349,false
1705485600000,42669.4,42849.9,42608.1,42849.8,2858.07,false
1705489200000,42849.8,42849.9,42667.2,42683.9,2004.5,false
1705492800000,42683.9,42800,42379.8,42791.9,8249.793,false
1705496400000,42791.9,42792,42511.5,42620,4219.463,false
1705500000000,42620,42952.5,42306,42573.9,15982.018,false
1705503600000,42573.9,42779.6,42460.3,42478.1,7409.786,false
1705507200000,42478.1,42561.8,42263.3,42366.1,6200.725,false
1705510800000,42366.1,42474.3,42195.7,42374.8,4224.804,false
1705514400000,42374.8,42628.7,42272.3,42622.2,3444.125,false
1705518000000,42622.2,42760,42554.6,42621.1,2484.011,false
1705521600000,42621.1,42884.7,42562.5,42739.8,5597.573,false
1705525200000,42739.8,42836,42614.8,42690.5,2602.929,false
1705528800000,42690.5,42741.4,42442.3,42733.4,2605.127,false
1705532400000,42733.4,42787,42624.6,42782.1,1632.618,false
1705536000000,42782.1,42800,42621.2,42667.9,1346.699,false
1705539600000,42667.9,42722.7,42503,42587.3,1727.654,false
1705543200000,42587.3,42731,42581,42661.3,1313.171,false
1705546800000,42661.3,42684.7,42555.4,42594.3,1052.564,false
1705550400000,42594.3,42700,42589.9,42681.3,1079.479,false
1705554000000,42681.3,42795,42644.5,42780.4,1755.228,false
1705557600000,42780.4,42880,42761.1,42803.9,2227.996,false
1705561200000,42803.9,42931.3,42803.8,42920.2,2387.287,false
1705564800000,42920.2,42931.3,42715.7,42744.8,2013.957,false
1705568400000,42744.8,42873.9,42710.8,42747.8,1976.119,false
1705572000000,42747.8,42786.3,42388.6,42460.1,4976.324,false
1705575600000,42460.1,42565.3,42401.6,42555.1,3417.144,false
1705579200000,42555.1,42561.6,42347.5,42450.1,3406.107,false
1705582800000,42450.1,42688.8,42369.3,42519.5,4942.267,false
1705586400000,42519.5,42766.6,42436.7,42752.9,5482.318,false
1705590000000,42752.9,42829,42621.2,42629.3,4170.159,false
1705593600000,42629.3,42629.3,41745,41967.6,19434.235,false
1705597200000,41967.6,42213.5,41459.4,41823,18668.676,false
1705600800000,41823,41936,41356.4,41528.1,13691.997,false
1705604400000,41528.1,41614.6,40812,41028.8,20293.089,false
1705608000000,41028.8,41314.9,40669,40853.5,20249.952,false
1705611600000,40853.5,41270.8,40770,41127.8,10874.879,false
1705615200000,41127.8,41380.4,41071.4,41350,5067.532,false
1705618800000,41350,41357.1,41194.4,41330.5,2245.214,false
1705622400000,41330.5,41376.2,41101.7,41290.2,3706.441,false
1705626000000,41290.2,41341.6,41123.3,41271.7,2531.594,false
1705629600000,41271.7,41307.8,41083.6,41116.6,2593.206,false
1705633200000,41116.6,41140,40743.7,41055.7,7513.846,false
1705636800000,41055.7,41228.2,41035.3,41103.5,3212.118,false
1705640400000,41103.5,41244,41057.6,41212,1687.613,false
1705644000000,41212,41519.5,41191.1,41466.1,4811.916,false
1705647600000,41466.1,41570,41270.2,41289.3,4528.153,false
1705651200000,41289.3,41390,41140.3,41291.5,3565.525,false
1705654800000,41291.5,41479.1,41243.9,41399.9,3412.907,false
1705658400000,41399.9,41500.5,41335.8,41494.1,3279.469,false
1705662000000,41494.1,41521.1,41373.3,41474,2609.25,false
1705665600000,41474,41500,41275,41349.4,3549.026,false
1705669200000,41349.4,41434,41272,41399.4,3015.622,false
1705672800000,41399.4,41461.1,40856.4,40973.2,12795.741,false
1705676400000,40973.2,41188.1,40714.9,40900.6,13549.744,false
1705680000000,40900.6,40959.2,40300,40411.4,21011.52,false
