data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43,data44,data45,data46,data47,data48,data49,data50,data51,data52,data53,data54,data55,data56,data57,data58,data59,data60,data61,data62,data63,data64,data65,data66,data67,data68,data69,data70,data71,data72,data73,data74,data75,data76,data77,data78,data79,data80,data81,data82,data83,data84,data85,data86,data87,data88,data89,data90,data91,data92,data93,data94,data95,data96,data97,data98,data99,data100,data101,data102,data103,data104,data105,data106,data107,data108,data109,data110,data111,data112,data113,data114,data115,data116,data117,data118,data119,data120,label
86886.5,87959,88103.7,88765.4,89076.1,88614.5,87764.2,88157,88525.1,88482.4,89653.5,89095.3,89478.9,87757.2,86957.2,87255.9,86439.7,86440,87056.4,86658.6,87131.7,87019,88855.9,88781.1,89540.9,88292.1,88664.6,87968,88095.5,88325.1,87938.4,87185.6,87200.4,86566,86486,87383.4,87272.5,87444.9,87597.5,87710.2,87674.7,89235.5,91586.6,92625.8,92326.7,92314.7,92877,90219,89724.8,88538,89750.3,90411.2,90170.4,90436.9,90165.1,90001.4,90182.1,90020,89351.8,90858.6,90637,91012.8,91181.2,91549.9,91300,90823.9,88775,87956.3,89211.9,89253,89133.9,89499.9,87621.2,88247.3,87650.4,87367.3,87908.7,88143.6,88396.4,88242.3,87470.9,87749.4,88210,87672,88123.3,89227.3,89398.6,89775.3,89800.2,90213.1,89143,88450.5,89382.1,89503.1,89389.5,90416.4,91492.8,91751.6,91285.8,91125.2,91088.2,91306.7,91491.7,91321.3,91363.9,91413.9,91277.5,91220.5,91488.2,91313,91465,91246.5,90959.9,90829.6,91041.5,90582.2,90677.1,90994.8,91379.9,91207.8,99230.9
89653.5,89095.3,89478.9,87757.2,86957.2,87255.9,86439.7,86440,87056.4,86658.6,87131.7,87019,88855.9,88781.1,89540.9,88292.1,88664.6,87968,88095.5,88325.1,87938.4,87185.6,87200.4,86566,86486,87383.4,87272.5,87444.9,87597.5,87710.2,87674.7,89235.5,91586.6,92625.8,92326.7,92314.7,92877,90219,89724.8,88538,89750.3,90411.2,90170.4,90436.9,90165.1,90001.4,90182.1,90020,89351.8,90858.6,90637,91012.8,91181.2,91549.9,91300,90823.9,88775,87956.3,89211.9,89253,89133.9,89499.9,87621.2,88247.3,87650.4,87367.3,87908.7,88143.6,88396.4,88242.3,87470.9,87749.4,88210,87672,88123.3,89227.3,89398.6,89775.3,89800.2,90213.1,89143,88450.5,89382.1,89503.1,89389.5,90416.4,91492.8,91751.6,91285.8,91125.2,91088.2,91306.7,91491.7,91321.3,91363.9,91413.9,91277.5,91220.5,91488.2,91313,91465,91246.5,90959.9,90829.6,91041.5,90582.2,90677.1,90994.8,91379.9,91207.8,90821.5,91075.6,90383.9,90625.4,90885.3,90315.9,90081,90314.1,90644.1,90541.4,98786
87131.7,87019,88855.9,88781.1,89540.9,88292.1,88664.6,87968,88095.5,88325.1,87938.4,87185.6,87200.4,86566,86486,87383.4,87272.5,87444.9,87597.5,87710.2,87674.7,89235.5,91586.6,92625.8,92326.7,92314.7,92877,90219,89724.8,88538,89750.3,90411.2,90170.4,90436.9,90165.1,90001.4,90182.1,90020,89351.8,90858.6,90637,91012.8,91181.2,91549.9,91300,90823.9,88775,87956.3,89211.9,89253,89133.9,89499.9,87621.2,88247.3,87650.4,87367.3,87908.7,88143.6,88396.4,88242.3,87470.9,87749.4,88210,87672,88123.3,89227.3,89398.6,89775.3,89800.2,90213.1,89143,88450.5,89382.1,89503.1,89389.5,90416.4,91492.8,91751.6,91285.8,91125.2,91088.2,91306.7,91491.7,91321.3,91363.9,91413.9,91277.5,91220.5,91488.2,91313,91465,91246.5,90959.9,90829.6,91041.5,90582.2,90677.1,90994.8,91379.9,91207.8,90821.5,91075.6,90383.9,90625.4,90885.3,90315.9,90081,90314.1,90644.1,90541.4,90730.4,90629.9,91083.7,91410.4,91166.3,90771.5,91158.2,90573.4,90383.4,90328.2,97790
87938.4,87185.6,87200.4,86566,86486,87383.4,87272.5,87444.9,87597.5,87710.2,87674.7,89235.5,91586.6,92625.8,92326.7,92314.7,92877,90219,89724.8,88538,89750.3,90411.2,90170.4,90436.9,90165.1,90001.4,90182.1,90020,89351.8,90858.6,90637,91012.8,91181.2,91549.9,91300,90823.9,88775,87956.3,89211.9,89253,89133.9,89499.9,87621.2,88247.3,87650.4,87367.3,87908.7,88143.6,88396.4,88242.3,87470.9,87749.4,88210,87672,88123.3,89227.3,89398.6,89775.3,89800.2,90213.1,89143,88450.5,89382.1,89503.1,89389.5,90416.4,91492.8,91751.6,91285.8,91125.2,91088.2,91306.7,91491.7,91321.3,91363.9,91413.9,91277.5,91220.5,91488.2,91313,91465,91246.5,90959.9,90829.6,91041.5,90582.2,90677.1,90994.8,91379.9,91207.8,90821.5,91075.6,90383.9,90625.4,90885.3,90315.9,90081,90314.1,90644.1,90541.4,90730.4,90629.9,91083.7,91410.4,91166.3,90771.5,91158.2,90573.4,90383.4,90328.2,90545.4,90674.2,90012.7,90130.6,89724.4,89188.7,89609.1,89900,90000.3,90838,98480.3
87674.7,89235.5,91586.6,92625.8,92326.7,92314.7,92877,90219,89724.8,88538,89750.3,90411.2,90170.4,90436.9,90165.1,90001.4,90182.1,90020,89351.8,90858.6,90637,91012.8,91181.2,91549.9,91300,90823.9,88775,87956.3,89211.9,89253,89133.9,89499.9,87621.2,88247.3,87650.4,87367.3,87908.7,88143.6,88396.4,88242.3,87470.9,87749.4,88210,87672,88123.3,89227.3,89398.6,89775.3,89800.2,90213.1,89143,88450.5,89382.1,89503.1,89389.5,90416.4,91492.8,91751.6,91285.8,91125.2,91088.2,91306.7,91491.7,91321.3,91363.9,91413.9,91277.5,91220.5,91488.2,91313,91465,91246.5,90959.9,90829.6,91041.5,90582.2,90677.1,90994.8,91379.9,91207.8,90821.5,91075.6,90383.9,90625.4,90885.3,90315.9,90081,90314.1,90644.1,90541.4,90730.4,90629.9,91083.7,91410.4,91166.3,90771.5,91158.2,90573.4,90383.4,90328.2,90545.4,90674.2,90012.7,90130.6,89724.4,89188.7,89609.1,89900,90000.3,90838,90582.7,90755.5,90518.2,90704.6,92218.8,91800,91901.7,91825,91870.6,90339.9,96986.1
89750.3,90411.2,90170.4,90436.9,90165.1,90001.4,90182.1,90020,89351.8,90858.6,90637,91012.8,91181.2,91549.9,91300,90823.9,88775,87956.3,89211.9,89253,89133.9,89499.9,87621.2,88247.3,87650.4,87367.3,87908.7,88143.6,88396.4,88242.3,87470.9,87749.4,88210,87672,88123.3,89227.3,89398.6,89775.3,89800.2,90213.1,89143,88450.5,89382.1,89503.1,89389.5,90416.4,91492.8,91751.6,91285.8,91125.2,91088.2,91306.7,91491.7,91321.3,91363.9,91413.9,91277.5,91220.5,91488.2,91313,91465,91246.5,90959.9,90829.6,91041.5,90582.2,90677.1,90994.8,91379.9,91207.8,90821.5,91075.6,90383.9,90625.4,90885.3,90315.9,90081,90314.1,90644.1,90541.4,90730.4,90629.9,91083.7,91410.4,91166.3,90771.5,91158.2,90573.4,90383.4,90328.2,90545.4,90674.2,90012.7,90130.6,89724.4,89188.7,89609.1,89900,90000.3,90838,90582.7,90755.5,90518.2,90704.6,92218.8,91800,91901.7,91825,91870.6,90339.9,90583.2,89553.8,90372.1,92444.7,91503.3,91661.5,90426.4,90672.3,91540.1,91363.2,98110.7
90637,91012.8,91181.2,91549.9,91300,90823.9,88775,87956.3,89211.9,89253,89133.9,89499.9,87621.2,88247.3,87650.4,87367.3,87908.7,88143.6,88396.4,88242.3,87470.9,87749.4,88210,87672,88123.3,89227.3,89398.6,89775.3,89800.2,90213.1,89143,88450.5,89382.1,89503.1,89389.5,90416.4,91492.8,91751.6,91285.8,91125.2,91088.2,91306.7,91491.7,91321.3,91363.9,91413.9,91277.5,91220.5,91488.2,91313,91465,91246.5,90959.9,90829.6,91041.5,90582.2,90677.1,90994.8,91379.9,91207.8,90821.5,91075.6,90383.9,90625.4,90885.3,90315.9,90081,90314.1,90644.1,90541.4,90730.4,90629.9,91083.7,91410.4,91166.3,90771.5,91158.2,90573.4,90383.4,90328.2,90545.4,90674.2,90012.7,90130.6,89724.4,89188.7,89609.1,89900,90000.3,90838,90582.7,90755.5,90518.2,90704.6,92218.8,91800,91901.7,91825,91870.6,90339.9,90583.2,89553.8,90372.1,92444.7,91503.3,91661.5,90426.4,90672.3,91540.1,91363.2,91230.2,90535,91115.8,90790,91326.3,91514.9,91604.3,91965.6,92037.3,91690.5,98299.9
89133.9,89499.9,87621.2,88247.3,87650.4,87367.3,87908.7,88143.6,88396.4,88242.3,87470.9,87749.4,88210,87672,88123.3,89227.3,89398.6,89775.3,89800.2,90213.1,89143,88450.5,89382.1,89503.1,89389.5,90416.4,91492.8,91751.6,91285.8,91125.2,91088.2,91306.7,91491.7,91321.3,91363.9,91413.9,91277.5,91220.5,91488.2,91313,91465,91246.5,90959.9,90829.6,91041.5,90582.2,90677.1,90994.8,91379.9,91207.8,90821.5,91075.6,90383.9,90625.4,90885.3,90315.9,90081,90314.1,90644.1,90541.4,90730.4,90629.9,91083.7,91410.4,91166.3,90771.5,91158.2,90573.4,90383.4,90328.2,90545.4,90674.2,90012.7,90130.6,89724.4,89188.7,89609.1,89900,90000.3,90838,90582.7,90755.5,90518.2,90704.6,92218.8,91800,91901.7,91825,91870.6,90339.9,90583.2,89553.8,90372.1,92444.7,91503.3,91661.5,90426.4,90672.3,91540.1,91363.2,91230.2,90535,91115.8,90790,91326.3,91514.9,91604.3,91965.6,92037.3,91690.5,91872.9,91776.1,91845.3,91719,92540.3,91178.4,91884.5,92453.3,92614.2,92925.2,95216.5
87470.9,87749.4,88210,87672,88123.3,89227.3,89398.6,89775.3,89800.2,90213.1,89143,88450.5,89382.1,89503.1,89389.5,90416.4,91492.8,91751.6,91285.8,91125.2,91088.2,91306.7,91491.7,91321.3,91363.9,91413.9,91277.5,91220.5,91488.2,91313,91465,91246.5,90959.9,90829.6,91041.5,90582.2,90677.1,90994.8,91379.9,91207.8,90821.5,91075.6,90383.9,90625.4,90885.3,90315.9,90081,90314.1,90644.1,90541.4,90730.4,90629.9,91083.7,91410.4,91166.3,90771.5,91158.2,90573.4,90383.4,90328.2,90545.4,90674.2,90012.7,90130.6,89724.4,89188.7,89609.1,89900,90000.3,90838,90582.7,90755.5,90518.2,90704.6,92218.8,91800,91901.7,91825,91870.6,90339.9,90583.2,89553.8,90372.1,92444.7,91503.3,91661.5,90426.4,90672.3,91540.1,91363.2,91230.2,90535,91115.8,90790,91326.3,91514.9,91604.3,91965.6,92037.3,91690.5,91872.9,91776.1,91845.3,91719,92540.3,91178.4,91884.5,92453.3,92614.2,92925.2,93698.4,93280.5,92466.6,92239.2,91853.7,92341.4,92066.9,92015.1,91798.7,92092.2,94351.2
89143,88450.5,89382.1,89503.1,89389.5,90416.4,91492.8,91751.6,91285.8,91125.2,91088.2,91306.7,91491.7,91321.3,91363.9,91413.9,91277.5,91220.5,91488.2,91313,91465,91246.5,90959.9,90829.6,91041.5,90582.2,90677.1,90994.8,91379.9,91207.8,90821.5,91075.6,90383.9,90625.4,90885.3,90315.9,90081,90314.1,90644.1,90541.4,90730.4,90629.9,91083.7,91410.4,91166.3,90771.5,91158.2,90573.4,90383.4,90328.2,90545.4,90674.2,90012.7,90130.6,89724.4,89188.7,89609.1,89900,90000.3,90838,90582.7,90755.5,90518.2,90704.6,92218.8,91800,91901.7,91825,91870.6,90339.9,90583.2,89553.8,90372.1,92444.7,91503.3,91661.5,90426.4,90672.3,91540.1,91363.2,91230.2,90535,91115.8,90790,91326.3,91514.9,91604.3,91965.6,92037.3,91690.5,91872.9,91776.1,91845.3,91719,92540.3,91178.4,91884.5,92453.3,92614.2,92925.2,93698.4,93280.5,92466.6,92239.2,91853.7,92341.4,92066.9,92015.1,91798.7,92092.2,92159.9,92575.5,92453.1,92903.5,93260.4,93130.3,93338.3,93527.6,93593,94435.7,93321.6
91088.2,91306.7,91491.7,91321.3,91363.9,91413.9,91277.5,91220.5,91488.2,91313,91465,91246.5,90959.9,90829.6,91041.5,90582.2,90677.1,90994.8,91379.9,91207.8,90821.5,91075.6,90383.9,90625.4,90885.3,90315.9,90081,90314.1,90644.1,90541.4,90730.4,90629.9,91083.7,91410.4,91166.3,90771.5,91158.2,90573.4,90383.4,90328.2,90545.4,90674.2,90012.7,90130.6,89724.4,89188.7,89609.1,89900,90000.3,90838,90582.7,90755.5,90518.2,90704.6,92218.8,91800,91901.7,91825,91870.6,90339.9,90583.2,89553.8,90372.1,92444.7,91503.3,91661.5,90426.4,90672.3,91540.1,91363.2,91230.2,90535,91115.8,90790,91326.3,91514.9,91604.3,91965.6,92037.3,91690.5,91872.9,91776.1,91845.3,91719,92540.3,91178.4,91884.5,92453.3,92614.2,92925.2,93698.4,93280.5,92466.6,92239.2,91853.7,92341.4,92066.9,92015.1,91798.7,92092.2,92159.9,92575.5,92453.1,92903.5,93260.4,93130.3,93338.3,93527.6,93593,94435.7,94669,94776.2,94100,93921,93705.9,94031.1,94279.7,94368.1,94170.7,94315.3,92008.9
91465,91246.5,90959.9,90829.6,91041.5,90582.2,90677.1,90994.8,91379.9,91207.8,90821.5,91075.6,90383.9,90625.4,90885.3,90315.9,90081,90314.1,90644.1,90541.4,90730.4,90629.9,91083.7,91410.4,91166.3,90771.5,91158.2,90573.4,90383.4,90328.2,90545.4,90674.2,90012.7,90130.6,89724.4,89188.7,89609.1,89900,90000.3,90838,90582.7,90755.5,90518.2,90704.6,92218.8,91800,91901.7,91825,91870.6,90339.9,90583.2,89553.8,90372.1,92444.7,91503.3,91661.5,90426.4,90672.3,91540.1,91363.2,91230.2,90535,91115.8,90790,91326.3,91514.9,91604.3,91965.6,92037.3,91690.5,91872.9,91776.1,91845.3,91719,92540.3,91178.4,91884.5,92453.3,92614.2,92925.2,93698.4,93280.5,92466.6,92239.2,91853.7,92341.4,92066.9,92015.1,91798.7,92092.2,92159.9,92575.5,92453.1,92903.5,93260.4,93130.3,93338.3,93527.6,93593,94435.7,94669,94776.2,94100,93921,93705.9,94031.1,94279.7,94368.1,94170.7,94315.3,94764,94734.5,94410.5,95859.7,97665.2,97376.4,97065.2,96980,97169.7,97673,93872.2
90821.5,91075.6,90383.9,90625.4,90885.3,90315.9,90081,90314.1,90644.1,90541.4,90730.4,90629.9,91083.7,91410.4,91166.3,90771.5,91158.2,90573.4,90383.4,90328.2,90545.4,90674.2,90012.7,90130.6,89724.4,89188.7,89609.1,89900,90000.3,90838,90582.7,90755.5,90518.2,90704.6,92218.8,91800,91901.7,91825,91870.6,90339.9,90583.2,89553.8,90372.1,92444.7,91503.3,91661.5,90426.4,90672.3,91540.1,91363.2,91230.2,90535,91115.8,90790,91326.3,91514.9,91604.3,91965.6,92037.3,91690.5,91872.9,91776.1,91845.3,91719,92540.3,91178.4,91884.5,92453.3,92614.2,92925.2,93698.4,93280.5,92466.6,92239.2,91853.7,92341.4,92066.9,92015.1,91798.7,92092.2,92159.9,92575.5,92453.1,92903.5,93260.4,93130.3,93338.3,93527.6,93593,94435.7,94669,94776.2,94100,93921,93705.9,94031.1,94279.7,94368.1,94170.7,94315.3,94764,94734.5,94410.5,95859.7,97665.2,97376.4,97065.2,96980,97169.7,97673,97788.3,98034.8,97362.1,97600.1,97110.9,96739.1,97215.2,98146.5,98330,97922.2,96558.2
90730.4,90629.9,91083.7,91410.4,91166.3,90771.5,91158.2,90573.4,90383.4,90328.2,90545.4,90674.2,90012.7,90130.6,89724.4,89188.7,89609.1,89900,90000.3,90838,90582.7,90755.5,90518.2,90704.6,92218.8,91800,91901.7,91825,91870.6,90339.9,90583.2,89553.8,90372.1,92444.7,91503.3,91661.5,90426.4,90672.3,91540.1,91363.2,91230.2,90535,91115.8,90790,91326.3,91514.9,91604.3,91965.6,92037.3,91690.5,91872.9,91776.1,91845.3,91719,92540.3,91178.4,91884.5,92453.3,92614.2,92925.2,93698.4,93280.5,92466.6,92239.2,91853.7,92341.4,92066.9,92015.1,91798.7,92092.2,92159.9,92575.5,92453.1,92903.5,93260.4,93130.3,93338.3,93527.6,93593,94435.7,94669,94776.2,94100,93921,93705.9,94031.1,94279.7,94368.1,94170.7,94315.3,94764,94734.5,94410.5,95859.7,97665.2,97376.4,97065.2,96980,97169.7,97673,97788.3,98034.8,97362.1,97600.1,97110.9,96739.1,97215.2,98146.5,98330,97922.2,98174.4,98016.9,98415.9,98382.9,98062.8,98128.8,98689.2,98916.2,98879.9,98850.5,95536
90545.4,90674.2,90012.7,90130.6,89724.4,89188.7,89609.1,89900,90000.3,90838,90582.7,90755.5,90518.2,90704.6,92218.8,91800,91901.7,91825,91870.6,90339.9,90583.2,89553.8,90372.1,92444.7,91503.3,91661.5,90426.4,90672.3,91540.1,91363.2,91230.2,90535,91115.8,90790,91326.3,91514.9,91604.3,91965.6,92037.3,91690.5,91872.9,91776.1,91845.3,91719,92540.3,91178.4,91884.5,92453.3,92614.2,92925.2,93698.4,93280.5,92466.6,92239.2,91853.7,92341.4,92066.9,92015.1,91798.7,92092.2,92159.9,92575.5,92453.1,92903.5,93260.4,93130.3,93338.3,93527.6,93593,94435.7,94669,94776.2,94100,93921,93705.9,94031.1,94279.7,94368.1,94170.7,94315.3,94764,94734.5,94410.5,95859.7,97665.2,97376.4,97065.2,96980,97169.7,97673,97788.3,98034.8,97362.1,97600.1,97110.9,96739.1,97215.2,98146.5,98330,97922.2,98174.4,98016.9,98415.9,98382.9,98062.8,98128.8,98689.2,98916.2,98879.9,98850.5,99097.6,99261.5,98911.3,98800.1,98473,98955,98717.8,97820.1,97373.4,98715.2,95038.2
90582.7,90755.5,90518.2,90704.6,92218.8,91800,91901.7,91825,91870.6,90339.9,90583.2,89553.8,90372.1,92444.7,91503.3,91661.5,90426.4,90672.3,91540.1,91363.2,91230.2,90535,91115.8,90790,91326.3,91514.9,91604.3,91965.6,92037.3,91690.5,91872.9,91776.1,91845.3,91719,92540.3,91178.4,91884.5,92453.3,92614.2,92925.2,93698.4,93280.5,92466.6,92239.2,91853.7,92341.4,92066.9,92015.1,91798.7,92092.2,92159.9,92575.5,92453.1,92903.5,93260.4,93130.3,93338.3,93527.6,93593,94435.7,94669,94776.2,94100,93921,93705.9,94031.1,94279.7,94368.1,94170.7,94315.3,94764,94734.5,94410.5,95859.7,97665.2,97376.4,97065.2,96980,97169.7,97673,97788.3,98034.8,97362.1,97600.1,97110.9,96739.1,97215.2,98146.5,98330,97922.2,98174.4,98016.9,98415.9,98382.9,98062.8,98128.8,98689.2,98916.2,98879.9,98850.5,99097.6,99261.5,98911.3,98800.1,98473,98955,98717.8,97820.1,97373.4,98715.2,98921.4,98854.2,99166.9,99144.5,99230.9,99341.2,98676.7,98947,98693,98639.5,96817.7
90583.2,89553.8,90372.1,92444.7,91503.3,91661.5,90426.4,90672.3,91540.1,91363.2,91230.2,90535,91115.8,90790,91326.3,91514.9,91604.3,91965.6,92037.3,91690.5,91872.9,91776.1,91845.3,91719,92540.3,91178.4,91884.5,92453.3,92614.2,92925.2,93698.4,93280.5,92466.6,92239.2,91853.7,92341.4,92066.9,92015.1,91798.7,92092.2,92159.9,92575.5,92453.1,92903.5,93260.4,93130.3,93338.3,93527.6,93593,94435.7,94669,94776.2,94100,93921,93705.9,94031.1,94279.7,94368.1,94170.7,94315.3,94764,94734.5,94410.5,95859.7,97665.2,97376.4,97065.2,96980,97169.7,97673,97788.3,98034.8,97362.1,97600.1,97110.9,96739.1,97215.2,98146.5,98330,97922.2,98174.4,98016.9,98415.9,98382.9,98062.8,98128.8,98689.2,98916.2,98879.9,98850.5,99097.6,99261.5,98911.3,98800.1,98473,98955,98717.8,97820.1,97373.4,98715.2,98921.4,98854.2,99166.9,99144.5,99230.9,99341.2,98676.7,98947,98693,98639.5,98548.9,98729.4,98640.5,98813.7,98786,98631.2,98523.9,98525.6,98484.4,98479.3,97006
91230.2,90535,91115.8,90790,91326.3,91514.9,91604.3,91965.6,92037.3,91690.5,91872.9,91776.1,91845.3,91719,92540.3,91178.4,91884.5,92453.3,92614.2,92925.2,93698.4,93280.5,92466.6,92239.2,91853.7,92341.4,92066.9,92015.1,91798.7,92092.2,92159.9,92575.5,92453.1,92903.5,93260.4,93130.3,93338.3,93527.6,93593,94435.7,94669,94776.2,94100,93921,93705.9,94031.1,94279.7,94368.1,94170.7,94315.3,94764,94734.5,94410.5,95859.7,97665.2,97376.4,97065.2,96980,97169.7,97673,97788.3,98034.8,97362.1,97600.1,97110.9,96739.1,97215.2,98146.5,98330,97922.2,98174.4,98016.9,98415.9,98382.9,98062.8,98128.8,98689.2,98916.2,98879.9,98850.5,99097.6,99261.5,98911.3,98800.1,98473,98955,98717.8,97820.1,97373.4,98715.2,98921.4,98854.2,99166.9,99144.5,99230.9,99341.2,98676.7,98947,98693,98639.5,98548.9,98729.4,98640.5,98813.7,98786,98631.2,98523.9,98525.6,98484.4,98479.3,98688.7,98616,98828,98440.1,97790,97980.1,97931.8,97581.2,97791.6,98048.7,97352.4
91872.9,91776.1,91845.3,91719,92540.3,91178.4,91884.5,92453.3,92614.2,92925.2,93698.4,93280.5,92466.6,92239.2,91853.7,92341.4,92066.9,92015.1,91798.7,92092.2,92159.9,92575.5,92453.1,92903.5,93260.4,93130.3,93338.3,93527.6,93593,94435.7,94669,94776.2,94100,93921,93705.9,94031.1,94279.7,94368.1,94170.7,94315.3,94764,94734.5,94410.5,95859.7,97665.2,97376.4,97065.2,96980,97169.7,97673,97788.3,98034.8,97362.1,97600.1,97110.9,96739.1,97215.2,98146.5,98330,97922.2,98174.4,98016.9,98415.9,98382.9,98062.8,98128.8,98689.2,98916.2,98879.9,98850.5,99097.6,99261.5,98911.3,98800.1,98473,98955,98717.8,97820.1,97373.4,98715.2,98921.4,98854.2,99166.9,99144.5,99230.9,99341.2,98676.7,98947,98693,98639.5,98548.9,98729.4,98640.5,98813.7,98786,98631.2,98523.9,98525.6,98484.4,98479.3,98688.7,98616,98828,98440.1,97790,97980.1,97931.8,97581.2,97791.6,98048.7,97719.3,97740.2,97989.6,98270.7,98480.3,98275,98249.6,98360.5,98436.9,98475,97031.4
93698.4,93280.5,92466.6,92239.2,91853.7,92341.4,92066.9,92015.1,91798.7,92092.2,92159.9,92575.5,92453.1,92903.5,93260.4,93130.3,93338.3,93527.6,93593,94435.7,94669,94776.2,94100,93921,93705.9,94031.1,94279.7,94368.1,94170.7,94315.3,94764,94734.5,94410.5,95859.7,97665.2,97376.4,97065.2,96980,97169.7,97673,97788.3,98034.8,97362.1,97600.1,97110.9,96739.1,97215.2,98146.5,98330,97922.2,98174.4,98016.9,98415.9,98382.9,98062.8,98128.8,98689.2,98916.2,98879.9,98850.5,99097.6,99261.5,98911.3,98800.1,98473,98955,98717.8,97820.1,97373.4,98715.2,98921.4,98854.2,99166.9,99144.5,99230.9,99341.2,98676.7,98947,98693,98639.5,98548.9,98729.4,98640.5,98813.7,98786,98631.2,98523.9,98525.6,98484.4,98479.3,98688.7,98616,98828,98440.1,97790,97980.1,97931.8,97581.2,97791.6,98048.7,97719.3,97740.2,97989.6,98270.7,98480.3,98275,98249.6,98360.5,98436.9,98475,98137.1,98018.4,97750.1,97340.1,96986.1,97307.8,97123.6,95981.2,96499.9,95965.3,97034.9
92159.9,92575.5,92453.1,92903.5,93260.4,93130.3,93338.3,93527.6,93593,94435.7,94669,94776.2,94100,93921,93705.9,94031.1,94279.7,94368.1,94170.7,94315.3,94764,94734.5,94410.5,95859.7,97665.2,97376.4,97065.2,96980,97169.7,97673,97788.3,98034.8,97362.1,97600.1,97110.9,96739.1,97215.2,98146.5,98330,97922.2,98174.4,98016.9,98415.9,98382.9,98062.8,98128.8,98689.2,98916.2,98879.9,98850.5,99097.6,99261.5,98911.3,98800.1,98473,98955,98717.8,97820.1,97373.4,98715.2,98921.4,98854.2,99166.9,99144.5,99230.9,99341.2,98676.7,98947,98693,98639.5,98548.9,98729.4,98640.5,98813.7,98786,98631.2,98523.9,98525.6,98484.4,98479.3,98688.7,98616,98828,98440.1,97790,97980.1,97931.8,97581.2,97791.6,98048.7,97719.3,97740.2,97989.6,98270.7,98480.3,98275,98249.6,98360.5,98436.9,98475,98137.1,98018.4,97750.1,97340.1,96986.1,97307.8,97123.6,95981.2,96499.9,95965.3,96600,96408.9,96897.3,97033.5,98110.7,98027.7,97840.6,97297.8,97456.5,97964.6,96591.9
94669,94776.2,94100,93921,93705.9,94031.1,94279.7,94368.1,94170.7,94315.3,94764,94734.5,94410.5,95859.7,97665.2,97376.4,97065.2,96980,97169.7,97673,97788.3,98034.8,97362.1,97600.1,97110.9,96739.1,97215.2,98146.5,98330,97922.2,98174.4,98016.9,98415.9,98382.9,98062.8,98128.8,98689.2,98916.2,98879.9,98850.5,99097.6,99261.5,98911.3,98800.1,98473,98955,98717.8,97820.1,97373.4,98715.2,98921.4,98854.2,99166.9,99144.5,99230.9,99341.2,98676.7,98947,98693,98639.5,98548.9,98729.4,98640.5,98813.7,98786,98631.2,98523.9,98525.6,98484.4,98479.3,98688.7,98616,98828,98440.1,97790,97980.1,97931.8,97581.2,97791.6,98048.7,97719.3,97740.2,97989.6,98270.7,98480.3,98275,98249.6,98360.5,98436.9,98475,98137.1,98018.4,97750.1,97340.1,96986.1,97307.8,97123.6,95981.2,96499.9,95965.3,96600,96408.9,96897.3,97033.5,98110.7,98027.7,97840.6,97297.8,97456.5,97964.6,97879.2,98150.9,98155.7,98129,98299.9,98583.3,98411.6,98264.1,97976.8,97545.3,97353.6
94764,94734.5,94410.5,95859.7,97665.2,97376.4,97065.2,96980,97169.7,97673,97788.3,98034.8,97362.1,97600.1,97110.9,96739.1,97215.2,98146.5,98330,97922.2,98174.4,98016.9,98415.9,98382.9,98062.8,98128.8,98689.2,98916.2,98879.9,98850.5,99097.6,99261.5,98911.3,98800.1,98473,98955,98717.8,97820.1,97373.4,98715.2,98921.4,98854.2,99166.9,99144.5,99230.9,99341.2,98676.7,98947,98693,98639.5,98548.9,98729.4,98640.5,98813.7,98786,98631.2,98523.9,98525.6,98484.4,98479.3,98688.7,98616,98828,98440.1,97790,97980.1,97931.8,97581.2,97791.6,98048.7,97719.3,97740.2,97989.6,98270.7,98480.3,98275,98249.6,98360.5,98436.9,98475,98137.1,98018.4,97750.1,97340.1,96986.1,97307.8,97123.6,95981.2,96499.9,95965.3,96600,96408.9,96897.3,97033.5,98110.7,98027.7,97840.6,97297.8,97456.5,97964.6,97879.2,98150.9,98155.7,98129,98299.9,98583.3,98411.6,98264.1,97976.8,97545.3,95470.8,96053.8,95983.7,95312.9,95216.5,94721.9,95046.8,93827.8,94438.4,93004.1,97532.8
