data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43,data44,data45,data46,data47,data48,data49,data50,data51,data52,data53,data54,data55,data56,data57,data58,data59,data60,data61,data62,data63,data64,data65,data66,data67,data68,data69,data70,data71,data72,data73,data74,data75,data76,data77,data78,data79,data80,data81,data82,data83,data84,data85,data86,data87,data88,data89,data90,data91,data92,data93,data94,data95,data96,data97,data98,data99,data100,data101,data102,data103,data104,data105,data106,data107,data108,data109,data110,data111,data112,data113,data114,data115,data116,data117,data118,data119,data120,label
68133,68165,68138.9,67966.1,68200,68290.1,68351.1,68300.7,68475.8,68331.3,68364.2,68368.7,68230,68360,68521.4,68396.8,68189.8,68338.9,68170.5,68216,68303.6,68249.9,68396.7,68428.2,68418.4,68374.4,68408.6,69036.7,68891.5,69195.4,69484.1,69407.1,69404.4,69440.8,69759.9,69905.6,69863.3,69650.3,69850,69396.1,69340.3,69253.1,69498.3,69498.8,69301.2,69469.1,69383.9,69178.3,68474,68999.6,68148.8,68374.9,68371.8,68643.1,68608.2,68615.3,69409.8,71202.1,71299.6,71899.5,71574,71557.3,72068.1,71593.6,72266.1,72051,72586.4,72552.3,72549.9,72038.9,72183.2,72607.1,72516.6,72152.4,72072.1,72529.9,72290.3,71679.8,71870,72049.3,72340,72188.5,71741.1,72011.8,71950.1,72108,72257,72370,71728.8,71792.4,70580.4,71161.6,71484.1,71403.1,71100.3,70900,71219.3,71512,71483.8,72084.7,72047.7,72142.5,72298.1,72236.9,72829.5,72955.1,73508.5,73375.2,73320.5,73146.2,72872.2,72275.8,72423,72671.2,73060.4,72884.3,73210,73400,73138.5,73311.5,62673.6
68364.2,68368.7,68230,68360,68521.4,68396.8,68189.8,68338.9,68170.5,68216,68303.6,68249.9,68396.7,68428.2,68418.4,68374.4,68408.6,69036.7,68891.5,69195.4,69484.1,69407.1,69404.4,69440.8,69759.9,69905.6,69863.3,69650.3,69850,69396.1,69340.3,69253.1,69498.3,69498.8,69301.2,69469.1,69383.9,69178.3,68474,68999.6,68148.8,68374.9,68371.8,68643.1,68608.2,68615.3,69409.8,71202.1,71299.6,71899.5,71574,71557.3,72068.1,71593.6,72266.1,72051,72586.4,72552.3,72549.9,72038.9,72183.2,72607.1,72516.6,72152.4,72072.1,72529.9,72290.3,71679.8,71870,72049.3,72340,72188.5,71741.1,72011.8,71950.1,72108,72257,72370,71728.8,71792.4,70580.4,71161.6,71484.1,71403.1,71100.3,70900,71219.3,71512,71483.8,72084.7,72047.7,72142.5,72298.1,72236.9,72829.5,72955.1,73508.5,73375.2,73320.5,73146.2,72872.2,72275.8,72423,72671.2,73060.4,72884.3,73210,73400,73138.5,73311.5,72997.8,73133,72900,72997.1,73106.2,73348.8,73009.7,73223.8,73656.2,73290,62729.4
68303.6,68249.9,68396.7,68428.2,68418.4,68374.4,68408.6,69036.7,68891.5,69195.4,69484.1,69407.1,69404.4,69440.8,69759.9,69905.6,69863.3,69650.3,69850,69396.1,69340.3,69253.1,69498.3,69498.8,69301.2,69469.1,69383.9,69178.3,68474,68999.6,68148.8,68374.9,68371.8,68643.1,68608.2,68615.3,69409.8,71202.1,71299.6,71899.5,71574,71557.3,72068.1,71593.6,72266.1,72051,72586.4,72552.3,72549.9,72038.9,72183.2,72607.1,72516.6,72152.4,72072.1,72529.9,72290.3,71679.8,71870,72049.3,72340,72188.5,71741.1,72011.8,71950.1,72108,72257,72370,71728.8,71792.4,70580.4,71161.6,71484.1,71403.1,71100.3,70900,71219.3,71512,71483.8,72084.7,72047.7,72142.5,72298.1,72236.9,72829.5,72955.1,73508.5,73375.2,73320.5,73146.2,72872.2,72275.8,72423,72671.2,73060.4,72884.3,73210,73400,73138.5,73311.5,72997.8,73133,72900,72997.1,73106.2,73348.8,73009.7,73223.8,73656.2,73290,73408.3,73396.9,73052.5,72954.5,72906.2,71957.6,71782.1,70894.1,71415.2,71090.8,65441.7
69484.1,69407.1,69404.4,69440.8,69759.9,69905.6,69863.3,69650.3,69850,69396.1,69340.3,69253.1,69498.3,69498.8,69301.2,69469.1,69383.9,69178.3,68474,68999.6,68148.8,68374.9,68371.8,68643.1,68608.2,68615.3,69409.8,71202.1,71299.6,71899.5,71574,71557.3,72068.1,71593.6,72266.1,72051,72586.4,72552.3,72549.9,72038.9,72183.2,72607.1,72516.6,72152.4,72072.1,72529.9,72290.3,71679.8,71870,72049.3,72340,72188.5,71741.1,72011.8,71950.1,72108,72257,72370,71728.8,71792.4,70580.4,71161.6,71484.1,71403.1,71100.3,70900,71219.3,71512,71483.8,72084.7,72047.7,72142.5,72298.1,72236.9,72829.5,72955.1,73508.5,73375.2,73320.5,73146.2,72872.2,72275.8,72423,72671.2,73060.4,72884.3,73210,73400,73138.5,73311.5,72997.8,73133,72900,72997.1,73106.2,73348.8,73009.7,73223.8,73656.2,73290,73408.3,73396.9,73052.5,72954.5,72906.2,71957.6,71782.1,70894.1,71415.2,71090.8,70157,69528.9,70806.5,71167.8,71607.2,71473.1,71981.7,71723.6,69104.1,68254.1,66723.6
69340.3,69253.1,69498.3,69498.8,69301.2,69469.1,69383.9,69178.3,68474,68999.6,68148.8,68374.9,68371.8,68643.1,68608.2,68615.3,69409.8,71202.1,71299.6,71899.5,71574,71557.3,72068.1,71593.6,72266.1,72051,72586.4,72552.3,72549.9,72038.9,72183.2,72607.1,72516.6,72152.4,72072.1,72529.9,72290.3,71679.8,71870,72049.3,72340,72188.5,71741.1,72011.8,71950.1,72108,72257,72370,71728.8,71792.4,70580.4,71161.6,71484.1,71403.1,71100.3,70900,71219.3,71512,71483.8,72084.7,72047.7,72142.5,72298.1,72236.9,72829.5,72955.1,73508.5,73375.2,73320.5,73146.2,72872.2,72275.8,72423,72671.2,73060.4,72884.3,73210,73400,73138.5,73311.5,72997.8,73133,72900,72997.1,73106.2,73348.8,73009.7,73223.8,73656.2,73290,73408.3,73396.9,73052.5,72954.5,72906.2,71957.6,71782.1,70894.1,71415.2,71090.8,70157,69528.9,70806.5,71167.8,71607.2,71473.1,71981.7,71723.6,69104.1,68254.1,67485.7,67489.9,68694.3,68460.3,67089.1,67835.9,67281.9,67782.6,67947.6,68500.6,66892.8
68148.8,68374.9,68371.8,68643.1,68608.2,68615.3,69409.8,71202.1,71299.6,71899.5,71574,71557.3,72068.1,71593.6,72266.1,72051,72586.4,72552.3,72549.9,72038.9,72183.2,72607.1,72516.6,72152.4,72072.1,72529.9,72290.3,71679.8,71870,72049.3,72340,72188.5,71741.1,72011.8,71950.1,72108,72257,72370,71728.8,71792.4,70580.4,71161.6,71484.1,71403.1,71100.3,70900,71219.3,71512,71483.8,72084.7,72047.7,72142.5,72298.1,72236.9,72829.5,72955.1,73508.5,73375.2,73320.5,73146.2,72872.2,72275.8,72423,72671.2,73060.4,72884.3,73210,73400,73138.5,73311.5,72997.8,73133,72900,72997.1,73106.2,73348.8,73009.7,73223.8,73656.2,73290,73408.3,73396.9,73052.5,72954.5,72906.2,71957.6,71782.1,70894.1,71415.2,71090.8,70157,69528.9,70806.5,71167.8,71607.2,71473.1,71981.7,71723.6,69104.1,68254.1,67485.7,67489.9,68694.3,68460.3,67089.1,67835.9,67281.9,67782.6,67947.6,68500.6,68675.3,68198.7,67944,68249.9,70278.5,69009.5,67903.4,68345.9,69138.2,69523.8,65845.2
71574,71557.3,72068.1,71593.6,72266.1,72051,72586.4,72552.3,72549.9,72038.9,72183.2,72607.1,72516.6,72152.4,72072.1,72529.9,72290.3,71679.8,71870,72049.3,72340,72188.5,71741.1,72011.8,71950.1,72108,72257,72370,71728.8,71792.4,70580.4,71161.6,71484.1,71403.1,71100.3,70900,71219.3,71512,71483.8,72084.7,72047.7,72142.5,72298.1,72236.9,72829.5,72955.1,73508.5,73375.2,73320.5,73146.2,72872.2,72275.8,72423,72671.2,73060.4,72884.3,73210,73400,73138.5,73311.5,72997.8,73133,72900,72997.1,73106.2,73348.8,73009.7,73223.8,73656.2,73290,73408.3,73396.9,73052.5,72954.5,72906.2,71957.6,71782.1,70894.1,71415.2,71090.8,70157,69528.9,70806.5,71167.8,71607.2,71473.1,71981.7,71723.6,69104.1,68254.1,67485.7,67489.9,68694.3,68460.3,67089.1,67835.9,67281.9,67782.6,67947.6,68500.6,68675.3,68198.7,67944,68249.9,70278.5,69009.5,67903.4,68345.9,69138.2,69523.8,69688.8,69319.4,69105,69240.1,69040.6,69019.1,69221.5,69474.8,69049.8,68980,64676.1
72183.2,72607.1,72516.6,72152.4,72072.1,72529.9,72290.3,71679.8,71870,72049.3,72340,72188.5,71741.1,72011.8,71950.1,72108,72257,72370,71728.8,71792.4,70580.4,71161.6,71484.1,71403.1,71100.3,70900,71219.3,71512,71483.8,72084.7,72047.7,72142.5,72298.1,72236.9,72829.5,72955.1,73508.5,73375.2,73320.5,73146.2,72872.2,72275.8,72423,72671.2,73060.4,72884.3,73210,73400,73138.5,73311.5,72997.8,73133,72900,72997.1,73106.2,73348.8,73009.7,73223.8,73656.2,73290,73408.3,73396.9,73052.5,72954.5,72906.2,71957.6,71782.1,70894.1,71415.2,71090.8,70157,69528.9,70806.5,71167.8,71607.2,71473.1,71981.7,71723.6,69104.1,68254.1,67485.7,67489.9,68694.3,68460.3,67089.1,67835.9,67281.9,67782.6,67947.6,68500.6,68675.3,68198.7,67944,68249.9,70278.5,69009.5,67903.4,68345.9,69138.2,69523.8,69688.8,69319.4,69105,69240.1,69040.6,69019.1,69221.5,69474.8,69049.8,68980,68469.1,68292.2,67922.2,67738.9,68240.1,68423.6,68220.1,67276.7,67034.6,66896,63504.5
72340,72188.5,71741.1,72011.8,71950.1,72108,72257,72370,71728.8,71792.4,70580.4,71161.6,71484.1,71403.1,71100.3,70900,71219.3,71512,71483.8,72084.7,72047.7,72142.5,72298.1,72236.9,72829.5,72955.1,73508.5,73375.2,73320.5,73146.2,72872.2,72275.8,72423,72671.2,73060.4,72884.3,73210,73400,73138.5,73311.5,72997.8,73133,72900,72997.1,73106.2,73348.8,73009.7,73223.8,73656.2,73290,73408.3,73396.9,73052.5,72954.5,72906.2,71957.6,71782.1,70894.1,71415.2,71090.8,70157,69528.9,70806.5,71167.8,71607.2,71473.1,71981.7,71723.6,69104.1,68254.1,67485.7,67489.9,68694.3,68460.3,67089.1,67835.9,67281.9,67782.6,67947.6,68500.6,68675.3,68198.7,67944,68249.9,70278.5,69009.5,67903.4,68345.9,69138.2,69523.8,69688.8,69319.4,69105,69240.1,69040.6,69019.1,69221.5,69474.8,69049.8,68980,68469.1,68292.2,67922.2,67738.9,68240.1,68423.6,68220.1,67276.7,67034.6,66896,67143.2,66263.8,66384.3,65331.2,65254.2,66199.9,66378.7,66556.4,66386.1,66276,64181.1
70580.4,71161.6,71484.1,71403.1,71100.3,70900,71219.3,71512,71483.8,72084.7,72047.7,72142.5,72298.1,72236.9,72829.5,72955.1,73508.5,73375.2,73320.5,73146.2,72872.2,72275.8,72423,72671.2,73060.4,72884.3,73210,73400,73138.5,73311.5,72997.8,73133,72900,72997.1,73106.2,73348.8,73009.7,73223.8,73656.2,73290,73408.3,73396.9,73052.5,72954.5,72906.2,71957.6,71782.1,70894.1,71415.2,71090.8,70157,69528.9,70806.5,71167.8,71607.2,71473.1,71981.7,71723.6,69104.1,68254.1,67485.7,67489.9,68694.3,68460.3,67089.1,67835.9,67281.9,67782.6,67947.6,68500.6,68675.3,68198.7,67944,68249.9,70278.5,69009.5,67903.4,68345.9,69138.2,69523.8,69688.8,69319.4,69105,69240.1,69040.6,69019.1,69221.5,69474.8,69049.8,68980,68469.1,68292.2,67922.2,67738.9,68240.1,68423.6,68220.1,67276.7,67034.6,66896,67143.2,66263.8,66384.3,65331.2,65254.2,66199.9,66378.7,66556.4,66386.1,66276,64980.8,65673,66570.7,66503.6,67210.6,67005.5,66622.5,67187.3,67655.7,67992.8,65667.4
72047.7,72142.5,72298.1,72236.9,72829.5,72955.1,73508.5,73375.2,73320.5,73146.2,72872.2,72275.8,72423,72671.2,73060.4,72884.3,73210,73400,73138.5,73311.5,72997.8,73133,72900,72997.1,73106.2,73348.8,73009.7,73223.8,73656.2,73290,73408.3,73396.9,73052.5,72954.5,72906.2,71957.6,71782.1,70894.1,71415.2,71090.8,70157,69528.9,70806.5,71167.8,71607.2,71473.1,71981.7,71723.6,69104.1,68254.1,67485.7,67489.9,68694.3,68460.3,67089.1,67835.9,67281.9,67782.6,67947.6,68500.6,68675.3,68198.7,67944,68249.9,70278.5,69009.5,67903.4,68345.9,69138.2,69523.8,69688.8,69319.4,69105,69240.1,69040.6,69019.1,69221.5,69474.8,69049.8,68980,68469.1,68292.2,67922.2,67738.9,68240.1,68423.6,68220.1,67276.7,67034.6,66896,67143.2,66263.8,66384.3,65331.2,65254.2,66199.9,66378.7,66556.4,66386.1,66276,64980.8,65673,66570.7,66503.6,67210.6,67005.5,66622.5,67187.3,67655.7,67992.8,68056.2,68582.7,68228,68564,68322.8,68190.2,68266.5,68432.2,67354.6,67675.9,64300.1
72872.2,72275.8,72423,72671.2,73060.4,72884.3,73210,73400,73138.5,73311.5,72997.8,73133,72900,72997.1,73106.2,73348.8,73009.7,73223.8,73656.2,73290,73408.3,73396.9,73052.5,72954.5,72906.2,71957.6,71782.1,70894.1,71415.2,71090.8,70157,69528.9,70806.5,71167.8,71607.2,71473.1,71981.7,71723.6,69104.1,68254.1,67485.7,67489.9,68694.3,68460.3,67089.1,67835.9,67281.9,67782.6,67947.6,68500.6,68675.3,68198.7,67944,68249.9,70278.5,69009.5,67903.4,68345.9,69138.2,69523.8,69688.8,69319.4,69105,69240.1,69040.6,69019.1,69221.5,69474.8,69049.8,68980,68469.1,68292.2,67922.2,67738.9,68240.1,68423.6,68220.1,67276.7,67034.6,66896,67143.2,66263.8,66384.3,65331.2,65254.2,66199.9,66378.7,66556.4,66386.1,66276,64980.8,65673,66570.7,66503.6,67210.6,67005.5,66622.5,67187.3,67655.7,67992.8,68056.2,68582.7,68228,68564,68322.8,68190.2,68266.5,68432.2,67354.6,67675.9,67823.1,68036.1,68415.7,68747.6,68535.3,68262.8,68072,67894.8,68180.1,68294.3,65660.2
72997.8,73133,72900,72997.1,73106.2,73348.8,73009.7,73223.8,73656.2,73290,73408.3,73396.9,73052.5,72954.5,72906.2,71957.6,71782.1,70894.1,71415.2,71090.8,70157,69528.9,70806.5,71167.8,71607.2,71473.1,71981.7,71723.6,69104.1,68254.1,67485.7,67489.9,68694.3,68460.3,67089.1,67835.9,67281.9,67782.6,67947.6,68500.6,68675.3,68198.7,67944,68249.9,70278.5,69009.5,67903.4,68345.9,69138.2,69523.8,69688.8,69319.4,69105,69240.1,69040.6,69019.1,69221.5,69474.8,69049.8,68980,68469.1,68292.2,67922.2,67738.9,68240.1,68423.6,68220.1,67276.7,67034.6,66896,67143.2,66263.8,66384.3,65331.2,65254.2,66199.9,66378.7,66556.4,66386.1,66276,64980.8,65673,66570.7,66503.6,67210.6,67005.5,66622.5,67187.3,67655.7,67992.8,68056.2,68582.7,68228,68564,68322.8,68190.2,68266.5,68432.2,67354.6,67675.9,67823.1,68036.1,68415.7,68747.6,68535.3,68262.8,68072,67894.8,68180.1,68294.3,68604.1,67582.8,67034,67504.8,67137.2,67403.1,67015.2,66931.5,67380,67642.1,66965
73408.3,73396.9,73052.5,72954.5,72906.2,71957.6,71782.1,70894.1,71415.2,71090.8,70157,69528.9,70806.5,71167.8,71607.2,71473.1,71981.7,71723.6,69104.1,68254.1,67485.7,67489.9,68694.3,68460.3,67089.1,67835.9,67281.9,67782.6,67947.6,68500.6,68675.3,68198.7,67944,68249.9,70278.5,69009.5,67903.4,68345.9,69138.2,69523.8,69688.8,69319.4,69105,69240.1,69040.6,69019.1,69221.5,69474.8,69049.8,68980,68469.1,68292.2,67922.2,67738.9,68240.1,68423.6,68220.1,67276.7,67034.6,66896,67143.2,66263.8,66384.3,65331.2,65254.2,66199.9,66378.7,66556.4,66386.1,66276,64980.8,65673,66570.7,66503.6,67210.6,67005.5,66622.5,67187.3,67655.7,67992.8,68056.2,68582.7,68228,68564,68322.8,68190.2,68266.5,68432.2,67354.6,67675.9,67823.1,68036.1,68415.7,68747.6,68535.3,68262.8,68072,67894.8,68180.1,68294.3,68604.1,67582.8,67034,67504.8,67137.2,67403.1,67015.2,66931.5,67380,67642.1,67724.1,67643.9,67106.2,65877,65900.1,65898.3,65380.1,65232.1,64955.6,64734.1,66958
70157,69528.9,70806.5,71167.8,71607.2,71473.1,71981.7,71723.6,69104.1,68254.1,67485.7,67489.9,68694.3,68460.3,67089.1,67835.9,67281.9,67782.6,67947.6,68500.6,68675.3,68198.7,67944,68249.9,70278.5,69009.5,67903.4,68345.9,69138.2,69523.8,69688.8,69319.4,69105,69240.1,69040.6,69019.1,69221.5,69474.8,69049.8,68980,68469.1,68292.2,67922.2,67738.9,68240.1,68423.6,68220.1,67276.7,67034.6,66896,67143.2,66263.8,66384.3,65331.2,65254.2,66199.9,66378.7,66556.4,66386.1,66276,64980.8,65673,66570.7,66503.6,67210.6,67005.5,66622.5,67187.3,67655.7,67992.8,68056.2,68582.7,68228,68564,68322.8,68190.2,68266.5,68432.2,67354.6,67675.9,67823.1,68036.1,68415.7,68747.6,68535.3,68262.8,68072,67894.8,68180.1,68294.3,68604.1,67582.8,67034,67504.8,67137.2,67403.1,67015.2,66931.5,67380,67642.1,67724.1,67643.9,67106.2,65877,65900.1,65898.3,65380.1,65232.1,64955.6,64734.1,63508,64168.1,63284.9,63127,63659.2,63600,62931.2,64090,65014.9,64899.5,70908.1
67485.7,67489.9,68694.3,68460.3,67089.1,67835.9,67281.9,67782.6,67947.6,68500.6,68675.3,68198.7,67944,68249.9,70278.5,69009.5,67903.4,68345.9,69138.2,69523.8,69688.8,69319.4,69105,69240.1,69040.6,69019.1,69221.5,69474.8,69049.8,68980,68469.1,68292.2,67922.2,67738.9,68240.1,68423.6,68220.1,67276.7,67034.6,66896,67143.2,66263.8,66384.3,65331.2,65254.2,66199.9,66378.7,66556.4,66386.1,66276,64980.8,65673,66570.7,66503.6,67210.6,67005.5,66622.5,67187.3,67655.7,67992.8,68056.2,68582.7,68228,68564,68322.8,68190.2,68266.5,68432.2,67354.6,67675.9,67823.1,68036.1,68415.7,68747.6,68535.3,68262.8,68072,67894.8,68180.1,68294.3,68604.1,67582.8,67034,67504.8,67137.2,67403.1,67015.2,66931.5,67380,67642.1,67724.1,67643.9,67106.2,65877,65900.1,65898.3,65380.1,65232.1,64955.6,64734.1,63508,64168.1,63284.9,63127,63659.2,63600,62931.2,64090,65014.9,64899.5,64736.2,64424.1,63804.8,63984.1,62673.6,61971.5,63281.9,62426.4,62923.2,61858.1,70649.2
68675.3,68198.7,67944,68249.9,70278.5,69009.5,67903.4,68345.9,69138.2,69523.8,69688.8,69319.4,69105,69240.1,69040.6,69019.1,69221.5,69474.8,69049.8,68980,68469.1,68292.2,67922.2,67738.9,68240.1,68423.6,68220.1,67276.7,67034.6,66896,67143.2,66263.8,66384.3,65331.2,65254.2,66199.9,66378.7,66556.4,66386.1,66276,64980.8,65673,66570.7,66503.6,67210.6,67005.5,66622.5,67187.3,67655.7,67992.8,68056.2,68582.7,68228,68564,68322.8,68190.2,68266.5,68432.2,67354.6,67675.9,67823.1,68036.1,68415.7,68747.6,68535.3,68262.8,68072,67894.8,68180.1,68294.3,68604.1,67582.8,67034,67504.8,67137.2,67403.1,67015.2,66931.5,67380,67642.1,67724.1,67643.9,67106.2,65877,65900.1,65898.3,65380.1,65232.1,64955.6,64734.1,63508,64168.1,63284.9,63127,63659.2,63600,62931.2,64090,65014.9,64899.5,64736.2,64424.1,63804.8,63984.1,62673.6,61971.5,63281.9,62426.4,62923.2,61858.1,61663.8,61555.3,61779.4,62994.1,62729.4,63248.4,63080.2,63416.4,64082.9,63613.1,70390.3
69688.8,69319.4,69105,69240.1,69040.6,69019.1,69221.5,69474.8,69049.8,68980,68469.1,68292.2,67922.2,67738.9,68240.1,68423.6,68220.1,67276.7,67034.6,66896,67143.2,66263.8,66384.3,65331.2,65254.2,66199.9,66378.7,66556.4,66386.1,66276,64980.8,65673,66570.7,66503.6,67210.6,67005.5,66622.5,67187.3,67655.7,67992.8,68056.2,68582.7,68228,68564,68322.8,68190.2,68266.5,68432.2,67354.6,67675.9,67823.1,68036.1,68415.7,68747.6,68535.3,68262.8,68072,67894.8,68180.1,68294.3,68604.1,67582.8,67034,67504.8,67137.2,67403.1,67015.2,66931.5,67380,67642.1,67724.1,67643.9,67106.2,65877,65900.1,65898.3,65380.1,65232.1,64955.6,64734.1,63508,64168.1,63284.9,63127,63659.2,63600,62931.2,64090,65014.9,64899.5,64736.2,64424.1,63804.8,63984.1,62673.6,61971.5,63281.9,62426.4,62923.2,61858.1,61663.8,61555.3,61779.4,62994.1,62729.4,63248.4,63080.2,63416.4,64082.9,63613.1,64243.6,63615.6,63130.1,64147.2,65441.7,65808.3,67082.3,67703.6,67699.3,67850.5,70711.9
68469.1,68292.2,67922.2,67738.9,68240.1,68423.6,68220.1,67276.7,67034.6,66896,67143.2,66263.8,66384.3,65331.2,65254.2,66199.9,66378.7,66556.4,66386.1,66276,64980.8,65673,66570.7,66503.6,67210.6,67005.5,66622.5,67187.3,67655.7,67992.8,68056.2,68582.7,68228,68564,68322.8,68190.2,68266.5,68432.2,67354.6,67675.9,67823.1,68036.1,68415.7,68747.6,68535.3,68262.8,68072,67894.8,68180.1,68294.3,68604.1,67582.8,67034,67504.8,67137.2,67403.1,67015.2,66931.5,67380,67642.1,67724.1,67643.9,67106.2,65877,65900.1,65898.3,65380.1,65232.1,64955.6,64734.1,63508,64168.1,63284.9,63127,63659.2,63600,62931.2,64090,65014.9,64899.5,64736.2,64424.1,63804.8,63984.1,62673.6,61971.5,63281.9,62426.4,62923.2,61858.1,61663.8,61555.3,61779.4,62994.1,62729.4,63248.4,63080.2,63416.4,64082.9,63613.1,64243.6,63615.6,63130.1,64147.2,65441.7,65808.3,67082.3,67703.6,67699.3,67850.5,67670.9,67809.7,67551.1,66641.6,66723.6,67035.7,66990.9,66993.1,67309.9,66865.2,70193.3
67143.2,66263.8,66384.3,65331.2,65254.2,66199.9,66378.7,66556.4,66386.1,66276,64980.8,65673,66570.7,66503.6,67210.6,67005.5,66622.5,67187.3,67655.7,67992.8,68056.2,68582.7,68228,68564,68322.8,68190.2,68266.5,68432.2,67354.6,67675.9,67823.1,68036.1,68415.7,68747.6,68535.3,68262.8,68072,67894.8,68180.1,68294.3,68604.1,67582.8,67034,67504.8,67137.2,67403.1,67015.2,66931.5,67380,67642.1,67724.1,67643.9,67106.2,65877,65900.1,65898.3,65380.1,65232.1,64955.6,64734.1,63508,64168.1,63284.9,63127,63659.2,63600,62931.2,64090,65014.9,64899.5,64736.2,64424.1,63804.8,63984.1,62673.6,61971.5,63281.9,62426.4,62923.2,61858.1,61663.8,61555.3,61779.4,62994.1,62729.4,63248.4,63080.2,63416.4,64082.9,63613.1,64243.6,63615.6,63130.1,64147.2,65441.7,65808.3,67082.3,67703.6,67699.3,67850.5,67670.9,67809.7,67551.1,66641.6,66723.6,67035.7,66990.9,66993.1,67309.9,66865.2,66992.1,67058,67279.3,66757.4,66892.8,66588.7,66826,65767.2,65178.3,65255.7,68955.9
64980.8,65673,66570.7,66503.6,67210.6,67005.5,66622.5,67187.3,67655.7,67992.8,68056.2,68582.7,68228,68564,68322.8,68190.2,68266.5,68432.2,67354.6,67675.9,67823.1,68036.1,68415.7,68747.6,68535.3,68262.8,68072,67894.8,68180.1,68294.3,68604.1,67582.8,67034,67504.8,67137.2,67403.1,67015.2,66931.5,67380,67642.1,67724.1,67643.9,67106.2,65877,65900.1,65898.3,65380.1,65232.1,64955.6,64734.1,63508,64168.1,63284.9,63127,63659.2,63600,62931.2,64090,65014.9,64899.5,64736.2,64424.1,63804.8,63984.1,62673.6,61971.5,63281.9,62426.4,62923.2,61858.1,61663.8,61555.3,61779.4,62994.1,62729.4,63248.4,63080.2,63416.4,64082.9,63613.1,64243.6,63615.6,63130.1,64147.2,65441.7,65808.3,67082.3,67703.6,67699.3,67850.5,67670.9,67809.7,67551.1,66641.6,66723.6,67035.7,66990.9,66993.1,67309.9,66865.2,66992.1,67058,67279.3,66757.4,66892.8,66588.7,66826,65767.2,65178.3,65255.7,65519.9,65692.7,65425.4,65536,65845.2,65247.4,65677.7,66011,66163.3,66460.9,70428.6
68056.2,68582.7,68228,68564,68322.8,68190.2,68266.5,68432.2,67354.6,67675.9,67823.1,68036.1,68415.7,68747.6,68535.3,68262.8,68072,67894.8,68180.1,68294.3,68604.1,67582.8,67034,67504.8,67137.2,67403.1,67015.2,66931.5,67380,67642.1,67724.1,67643.9,67106.2,65877,65900.1,65898.3,65380.1,65232.1,64955.6,64734.1,63508,64168.1,63284.9,63127,63659.2,63600,62931.2,64090,65014.9,64899.5,64736.2,64424.1,63804.8,63984.1,62673.6,61971.5,63281.9,62426.4,62923.2,61858.1,61663.8,61555.3,61779.4,62994.1,62729.4,63248.4,63080.2,63416.4,64082.9,63613.1,64243.6,63615.6,63130.1,64147.2,65441.7,65808.3,67082.3,67703.6,67699.3,67850.5,67670.9,67809.7,67551.1,66641.6,66723.6,67035.7,66990.9,66993.1,67309.9,66865.2,66992.1,67058,67279.3,66757.4,66892.8,66588.7,66826,65767.2,65178.3,65255.7,65519.9,65692.7,65425.4,65536,65845.2,65247.4,65677.7,66011,66163.3,66460.9,66478,66204.8,65876.4,65519,64676.1,64229.5,64264.8,63077.9,62751,63901.8,70752.2
67823.1,68036.1,68415.7,68747.6,68535.3,68262.8,68072,67894.8,68180.1,68294.3,68604.1,67582.8,67034,67504.8,67137.2,67403.1,67015.2,66931.5,67380,67642.1,67724.1,67643.9,67106.2,65877,65900.1,65898.3,65380.1,65232.1,64955.6,64734.1,63508,64168.1,63284.9,63127,63659.2,63600,62931.2,64090,65014.9,64899.5,64736.2,64424.1,63804.8,63984.1,62673.6,61971.5,63281.9,62426.4,62923.2,61858.1,61663.8,61555.3,61779.4,62994.1,62729.4,63248.4,63080.2,63416.4,64082.9,63613.1,64243.6,63615.6,63130.1,64147.2,65441.7,65808.3,67082.3,67703.6,67699.3,67850.5,67670.9,67809.7,67551.1,66641.6,66723.6,67035.7,66990.9,66993.1,67309.9,66865.2,66992.1,67058,67279.3,66757.4,66892.8,66588.7,66826,65767.2,65178.3,65255.7,65519.9,65692.7,65425.4,65536,65845.2,65247.4,65677.7,66011,66163.3,66460.9,66478,66204.8,65876.4,65519,64676.1,64229.5,64264.8,63077.9,62751,63901.8,63275.4,63612,63761.2,63875.8,63504.5,62970,63038.6,63815.8,63606,64130,70700
